# SQM interaction energies (kcal/mol)
system	"PM6"	"PM6-D3H4"	"PM6-D3H4X"	"PM6-D3H4'X"	"PM7"	"DFTB3"	"DFTB3-D3"	"DFTB3-D3H4"	"DFTB3-D3H5"	"DFTB3-D3H5'"	"GFN-XTB2"
1.23_150	-5.714	-6.238	-6.238	-8.034	-7.758	-4.779	-5.441	-4.973	-6.645	-6.661	-5.498
1.23_200	-2.719	-3.011	-3.011	-3.621	-3.677	-1.318	-1.694	-1.449	-1.583	-1.587	-2.193
1.24_080	3.416	2.904	3.787	0.544	1.798	1.502	0.467	1.642	1.821	1.799	-3.264
1.24_085	0.744	0.214	0.563	-3.007	-0.960	-0.960	-1.971	-1.050	-2.026	-2.045	-4.453
1.24_090	-0.937	-1.472	-1.335	-5.122	-2.889	-2.861	-3.839	-3.116	-5.179	-5.197	-4.960
1.24_095	-1.964	-2.499	-2.445	-6.319	-4.188	-4.081	-5.023	-4.405	-7.385	-7.402	-5.035
1.24_100	-2.577	-3.111	-3.090	-6.940	-4.995	-4.640	-5.545	-4.968	-8.549	-8.565	-4.850
1.24_105	-2.929	-3.470	-3.462	-7.203	-5.420	-4.698	-5.565	-5.010	-8.755	-8.770	-4.525
1.24_110	-3.115	-3.666	-3.664	-7.233	-5.552	-4.443	-5.270	-4.747	-8.214	-8.226	-4.137
1.24_125	-3.094	-3.638	-3.639	-6.480	-4.945	-3.040	-3.748	-3.436	-4.922	-4.928	-2.995
1.24_150	-2.214	-2.587	-2.588	-4.080	-3.285	-1.345	-1.858	-1.701	-1.888	-1.890	-1.728
1.24_200	-0.973	-1.118	-1.118	-1.206	-1.559	-0.458	-0.679	-0.598	-0.679	-0.680	-0.686
1.25_080	0.812	0.594	1.101	-0.018	-0.468	-0.676	-1.269	0.200	-1.417	-1.444	-6.161
1.25_085	-1.143	-1.355	-1.163	-2.817	-2.716	-3.298	-3.871	-2.633	-5.086	-5.110	-7.065
1.25_090	-2.342	-2.555	-2.482	-4.520	-4.263	-5.095	-5.648	-4.577	-7.897	-7.919	-7.318
1.25_095	-3.065	-3.286	-3.258	-5.543	-5.260	-6.060	-6.592	-5.629	-9.617	-9.637	-7.187
1.25_100	-3.493	-3.728	-3.717	-6.137	-5.821	-6.352	-6.863	-5.985	-10.213	-10.232	-6.845
1.25_105	-3.733	-3.985	-3.981	-6.450	-6.045	-6.204	-6.693	-5.898	-9.852	-9.868	-6.400
1.25_110	-3.843	-4.111	-4.110	-6.559	-6.021	-5.803	-6.270	-5.564	-8.834	-8.848	-5.918
1.25_125	-3.659	-3.933	-3.934	-6.043	-5.186	-4.216	-4.617	-4.213	-5.154	-5.161	-4.568
1.25_150	-2.639	-2.852	-2.852	-4.010	-3.542	-2.402	-2.695	-2.482	-2.500	-2.504	-2.983
1.25_200	-1.319	-1.401	-1.401	-1.438	-1.806	-1.150	-1.275	-1.192	-1.194	-1.196	-1.440
1.26_080	4.800	5.104	5.616	4.561	1.119	3.289	1.692	2.463	1.623	1.600	-1.993
1.26_085	2.000	1.891	2.086	0.491	-1.796	0.607	-0.947	-0.319	-1.734	-1.751	-3.551
1.26_090	0.244	-0.167	-0.094	-2.087	-3.678	-1.334	-2.841	-2.357	-4.370	-4.383	-4.297
1.26_095	-0.838	-1.458	-1.431	-3.686	-4.806	-2.479	-3.937	-3.587	-6.082	-6.094	-4.522
1.26_100	-1.493	-2.247	-2.237	-4.641	-5.385	-2.956	-4.361	-4.125	-6.841	-6.852	-4.429
1.26_105	-1.876	-2.707	-2.704	-5.165	-5.572	-2.979	-4.328	-4.167	-6.774	-6.783	-4.159
1.26_110	-2.076	-2.947	-2.946	-5.394	-5.489	-2.729	-4.021	-3.895	-6.115	-6.122	-3.804
1.26_125	-2.029	-2.896	-2.897	-5.015	-4.483	-1.512	-2.624	-2.562	-3.326	-3.329	-2.701
1.26_150	-1.224	-1.852	-1.853	-3.021	-2.685	-0.246	-1.052	-0.998	-1.121	-1.121	-1.463
1.26_200	-0.404	-0.618	-0.618	-0.658	-1.030	0.095	-0.242	-0.143	-0.200	-0.200	-0.480
1.27_080	2.144	1.666	5.327	5.327	-1.188	-3.483	-4.657	-3.295	-3.151	-3.213	-6.263
1.27_085	-1.862	-2.382	-0.744	-0.744	-4.587	-5.978	-7.134	-5.906	-5.953	-6.005	-9.109
1.27_090	-4.381	-4.939	-4.206	-4.240	-6.790	-7.358	-8.526	-7.443	-7.735	-7.780	-10.745
1.27_095	-5.832	-6.416	-6.089	-6.330	-8.159	-8.244	-9.408	-8.512	-9.122	-9.161	-11.447
1.27_100	-6.551	-7.150	-7.005	-7.593	-8.953	-8.918	-10.056	-9.355	-10.361	-10.395	-11.502
1.27_105	-6.799	-7.404	-7.341	-8.307	-9.351	-9.338	-10.441	-9.889	-11.344	-11.376	-11.136
1.27_110	-6.765	-7.371	-7.345	-8.653	-9.470	-9.400	-10.466	-9.991	-11.896	-11.925	-10.516
1.27_125	-6.026	-6.636	-6.637	-8.559	-8.806	-7.713	-8.660	-8.239	-10.692	-10.714	-8.134
1.27_150	-4.540	-5.114	-5.118	-6.961	-6.397	-3.747	-4.496	-4.317	-5.039	-5.048	-4.875
1.27_200	-2.215	-2.509	-2.511	-3.016	-3.119	-0.964	-1.366	-1.276	-1.322	-1.325	-2.085
1.28_080	-10.887	-8.129	2.041	2.041	-1.910	22.575	21.928	22.697	22.451	22.280	-6.852
1.28_085	-11.870	-9.964	-2.046	-2.046	-4.566	15.608	14.970	15.738	15.272	15.134	-9.740
1.28_090	-12.003	-10.731	-4.565	-4.565	-6.237	10.361	9.733	10.452	9.660	9.546	-11.419
1.28_095	-11.587	-10.775	-5.974	-5.974	-7.235	6.170	5.552	6.202	4.971	4.873	-12.171
1.28_100	-10.859	-10.375	-6.637	-6.637	-7.779	2.782	2.175	2.759	0.995	0.907	-12.261
1.28_105	-9.995	-9.744	-6.834	-6.834	-8.013	0.212	-0.382	0.149	-2.181	-2.262	-11.909
1.28_110	-9.117	-9.032	-6.766	-6.766	-8.029	-1.560	-2.140	-1.638	-4.465	-4.542	-11.284
1.28_125	-6.904	-7.110	-6.040	-6.040	-7.304	-3.403	-3.935	-3.434	-6.373	-6.430	-8.832
1.28_150	-4.557	-4.908	-4.602	-4.602	-5.281	-2.377	-2.814	-2.560	-3.120	-3.139	-5.426
1.28_200	-2.089	-2.274	-2.249	-2.249	-2.677	-0.837	-1.076	-0.915	-0.916	-0.922	-2.458
1.29_080	-2.298	-2.811	4.928	4.928	3.583	13.332	12.223	13.020	13.206	13.146	-3.614
1.29_085	-3.486	-4.029	1.801	1.801	0.849	8.408	7.322	7.896	7.240	7.188	-4.815
1.29_090	-4.039	-4.601	-0.209	-0.209	-1.116	4.541	3.489	3.889	2.471	2.425	-5.368
1.29_095	-4.203	-4.774	-1.466	-1.466	-2.492	1.756	0.740	1.055	-0.982	-1.024	-5.488
1.29_100	-4.157	-4.734	-2.242	-2.242	-3.406	-0.051	-1.029	-0.733	-3.158	-3.197	-5.339
1.29_105	-4.015	-4.600	-2.723	-2.723	-3.955	-1.103	-2.042	-1.743	-4.256	-4.290	-5.037
1.29_110	-3.836	-4.431	-3.019	-3.019	-4.222	-1.635	-2.534	-2.238	-4.546	-4.575	-4.659
1.29_125	-3.226	-3.812	-3.209	-3.209	-4.029	-1.713	-2.487	-2.320	-3.295	-3.308	-3.485
1.29_150	-2.120	-2.529	-2.383	-2.383	-2.885	-0.902	-1.473	-1.384	-1.512	-1.517	-2.095
1.29_200	-0.905	-1.064	-1.056	-1.056	-1.456	-0.312	-0.565	-0.493	-0.550	-0.551	-0.874
1.30_080	-3.626	-3.872	1.829	1.829	0.552	8.234	7.588	8.458	7.131	7.065	-7.963
1.30_085	-4.251	-4.492	-0.271	-0.271	-1.523	3.777	3.153	3.848	1.929	1.871	-8.648
1.30_090	-4.462	-4.704	-1.578	-1.578	-2.970	0.631	0.029	0.625	-1.847	-1.899	-8.764
1.30_095	-4.455	-4.706	-2.391	-2.391	-3.918	-1.351	-1.929	-1.381	-4.199	-4.245	-8.542
1.30_100	-4.352	-4.617	-2.903	-2.903	-4.470	-2.452	-3.007	-2.493	-5.323	-5.364	-8.133
1.30_105	-4.210	-4.491	-3.222	-3.222	-4.718	-2.961	-3.492	-3.020	-5.522	-5.557	-7.634
1.30_110	-4.047	-4.343	-3.403	-3.403	-4.746	-3.097	-3.604	-3.186	-5.141	-5.170	-7.104
1.30_125	-3.438	-3.731	-3.350	-3.350	-4.174	-2.601	-3.036	-2.840	-3.311	-3.325	-5.617
1.30_150	-2.324	-2.556	-2.471	-2.471	-2.961	-1.576	-1.893	-1.777	-1.784	-1.792	-3.818
1.30_200	-1.134	-1.217	-1.213	-1.213	-1.517	-0.760	-0.895	-0.839	-0.841	-0.845	-1.964
1.31_080	1.278	1.453	7.524	7.524	5.183	12.899	11.153	11.662	11.111	11.059	-1.800
1.31_085	-0.617	-0.851	3.673	3.673	1.766	8.172	6.470	6.856	5.903	5.862	-3.515
1.31_090	-1.696	-2.230	1.141	1.141	-0.572	4.604	2.948	3.218	1.864	1.830	-4.382
1.31_095	-2.262	-3.005	-0.495	-0.495	-2.108	2.157	0.551	0.715	-0.952	-0.981	-4.694
1.31_100	-2.524	-3.404	-1.534	-1.534	-3.050	0.636	-0.916	-0.849	-2.649	-2.674	-4.659
1.31_105	-2.609	-3.569	-2.175	-2.175	-3.557	-0.222	-1.718	-1.719	-3.435	-3.456	-4.421
1.31_110	-2.585	-3.584	-2.547	-2.547	-3.758	-0.638	-2.076	-2.105	-3.560	-3.576	-4.079
1.31_125	-2.156	-3.138	-2.709	-2.709	-3.425	-0.669	-1.921	-1.971	-2.471	-2.476	-2.941
1.31_150	-1.179	-1.892	-1.795	-1.795	-2.273	-0.100	-1.027	-1.013	-1.100	-1.100	-1.579
1.31_200	-0.344	-0.591	-0.586	-0.586	-0.934	0.108	-0.295	-0.189	-0.230	-0.230	-0.446
1.32_080	-2.016	1.176	1.877	1.877	-1.375	0.532	-0.185	-0.160	-0.276	-1.956	-4.164
1.32_085	-4.005	-1.750	-1.344	-1.344	-4.458	-1.253	-1.960	-1.856	-2.109	-3.487	-7.352
1.32_090	-5.216	-3.674	-3.438	-3.438	-6.432	-2.532	-3.229	-3.110	-3.568	-4.708	-9.431
1.32_095	-5.897	-4.882	-4.745	-4.745	-7.638	-3.675	-4.361	-4.260	-5.006	-5.972	-10.601
1.32_100	-6.224	-5.594	-5.514	-5.514	-8.320	-4.779	-5.453	-5.374	-6.486	-7.336	-11.078
1.32_105	-6.324	-5.970	-5.924	-5.924	-8.645	-5.680	-6.341	-6.274	-7.811	-8.587	-11.056
1.32_110	-6.283	-6.127	-6.101	-6.101	-8.723	-6.217	-6.863	-6.792	-8.757	-9.485	-10.698
1.32_125	-5.776	-5.953	-5.948	-5.948	-8.082	-5.731	-6.326	-6.132	-8.554	-9.120	-8.703
1.32_150	-4.502	-4.873	-4.872	-4.872	-5.984	-2.930	-3.425	-3.260	-3.847	-4.037	-5.403
1.32_200	-2.245	-2.458	-2.458	-2.458	-3.075	-0.743	-1.025	-0.881	-0.882	-0.934	-2.364
1.33_080	5.149	4.637	4.851	4.851	2.803	0.643	-0.618	0.015	-0.029	-0.476	-2.711
1.33_085	2.660	2.104	2.214	2.214	-0.006	-1.210	-2.438	-2.006	-2.844	-3.242	-3.784
1.33_090	0.858	0.266	0.323	0.323	-1.955	-2.525	-3.715	-3.409	-4.896	-5.262	-4.291
1.33_095	-0.420	-1.040	-1.011	-1.011	-3.244	-3.207	-4.354	-4.098	-6.009	-6.343	-4.424
1.33_100	-1.300	-1.943	-1.929	-1.929	-4.025	-3.377	-4.481	-4.240	-6.271	-6.566	-4.324
1.33_105	-1.880	-2.542	-2.535	-2.535	-4.424	-3.223	-4.282	-4.048	-5.906	-6.153	-4.090
1.33_110	-2.231	-2.907	-2.904	-2.904	-4.547	-2.896	-3.908	-3.690	-5.184	-5.377	-3.789
1.33_125	-2.411	-3.052	-3.052	-3.052	-4.073	-1.748	-2.616	-2.549	-2.987	-3.066	-2.835
1.33_150	-1.669	-2.113	-2.113	-2.113	-2.843	-0.665	-1.294	-1.202	-1.283	-1.313	-1.683
1.33_200	-0.717	-0.872	-0.873	-0.873	-1.367	-0.198	-0.465	-0.383	-0.423	-0.436	-0.671
1.34_080	4.624	4.124	4.230	4.230	2.770	-1.049	-2.307	-2.015	-4.266	-4.752	-3.998
1.34_085	1.983	1.462	1.513	1.513	-0.119	-2.491	-3.719	-3.492	-6.107	-6.535	-5.029
1.34_090	0.154	-0.398	-0.372	-0.372	-1.930	-3.169	-4.365	-4.148	-6.745	-7.114	-5.507
1.34_095	-1.060	-1.652	-1.640	-1.640	-2.963	-3.343	-4.503	-4.288	-6.489	-6.790	-5.624
1.34_100	-1.815	-2.454	-2.448	-2.448	-3.462	-3.220	-4.342	-4.133	-5.734	-5.966	-5.515
1.34_105	-2.233	-2.917	-2.914	-2.914	-3.617	-2.950	-4.031	-3.850	-4.861	-5.036	-5.272
1.34_110	-2.411	-3.127	-3.127	-3.127	-3.567	-2.625	-3.662	-3.551	-4.112	-4.242	-4.955
1.34_125	-2.192	-2.886	-2.886	-2.886	-2.973	-1.713	-2.609	-2.643	-2.691	-2.759	-3.897
1.34_150	-1.386	-1.847	-1.848	-1.848	-1.955	-0.859	-1.502	-1.452	-1.454	-1.493	-2.494
1.34_200	-0.596	-0.736	-0.736	-0.736	-0.757	-0.328	-0.581	-0.496	-0.497	-0.514	-1.054
2.01_080	2.062	0.845	0.843	0.843	0.170	-0.247	-2.300	-2.816	-2.897	-3.034	-4.266
2.01_085	-0.499	-1.828	-1.830	-1.830	-2.554	-1.684	-3.649	-4.210	-4.237	-4.329	-5.379
2.01_090	-1.959	-3.378	-3.379	-3.379	-4.041	-2.251	-4.123	-4.722	-4.721	-4.786	-5.760
2.01_095	-2.655	-4.109	-4.110	-4.110	-4.713	-2.358	-4.132	-4.755	-4.748	-4.797	-5.727
2.01_100	-2.865	-4.306	-4.308	-4.308	-4.871	-2.246	-3.917	-4.477	-4.472	-4.513	-5.468
2.01_105	-2.798	-4.196	-4.197	-4.198	-4.730	-2.047	-3.613	-4.093	-4.092	-4.127	-5.097
2.01_110	-2.595	-3.918	-3.919	-3.921	-4.437	-1.830	-3.288	-3.717	-3.719	-3.749	-4.682
2.01_125	-1.855	-2.783	-2.783	-2.787	-3.383	-1.283	-2.414	-2.639	-2.641	-2.663	-3.477
2.01_150	-1.086	-1.514	-1.514	-1.516	-2.065	-0.756	-1.415	-1.374	-1.375	-1.390	-2.056
2.01_200	-0.500	-0.612	-0.612	-0.612	-0.819	-0.311	-0.499	-0.476	-0.476	-0.483	-0.807
2.02_080	-2.503	-3.385	-3.386	-3.386	0.262	-1.474	-3.309	-2.347	-4.254	-4.254	-3.034
2.02_085	-2.947	-3.895	-3.896	-3.896	-1.120	-2.294	-4.055	-3.315	-4.934	-4.934	-3.824
2.02_090	-3.021	-4.027	-4.028	-4.028	-1.959	-2.538	-4.223	-3.680	-4.929	-4.929	-4.135
2.02_095	-2.893	-3.943	-3.944	-3.944	-2.427	-2.468	-4.075	-3.727	-4.593	-4.593	-4.159
2.02_100	-2.666	-3.743	-3.744	-3.744	-2.646	-2.252	-3.779	-3.595	-4.141	-4.141	-4.018
2.02_105	-2.401	-3.488	-3.489	-3.489	-2.706	-1.986	-3.432	-3.329	-3.656	-3.656	-3.788
2.02_110	-2.136	-3.216	-3.217	-3.217	-2.669	-1.722	-3.087	-3.018	-3.216	-3.216	-3.518
2.02_125	-1.490	-2.453	-2.454	-2.454	-2.327	-1.109	-2.226	-2.233	-2.320	-2.320	-2.701
2.02_150	-0.876	-1.420	-1.421	-1.421	-1.658	-0.605	-1.337	-1.260	-1.314	-1.314	-1.666
2.02_200	-0.366	-0.521	-0.522	-0.522	-0.705	-0.264	-0.515	-0.441	-0.468	-0.468	-0.653
2.03_080	-2.702	-3.280	-3.280	-3.280	0.305	-0.300	-1.722	-0.698	-2.288	-2.288	-1.612
2.03_085	-3.104	-3.760	-3.760	-3.760	-1.140	-1.451	-2.817	-2.059	-3.447	-3.447	-2.621
2.03_090	-3.146	-3.868	-3.868	-3.868	-2.014	-1.935	-3.242	-2.661	-3.764	-3.764	-3.125
2.03_095	-2.999	-3.777	-3.777	-3.777	-2.492	-2.039	-3.285	-2.839	-3.629	-3.629	-3.315
2.03_100	-2.764	-3.592	-3.592	-3.592	-2.704	-1.946	-3.131	-2.810	-3.329	-3.329	-3.315
2.03_105	-2.498	-3.367	-3.367	-3.367	-2.745	-1.768	-2.890	-2.656	-2.982	-2.982	-3.205
2.03_110	-2.235	-3.130	-3.129	-3.129	-2.686	-1.568	-2.625	-2.463	-2.673	-2.673	-3.037
2.03_125	-1.590	-2.389	-2.389	-2.389	-2.306	-1.064	-1.926	-1.936	-2.038	-2.038	-2.440
2.03_150	-0.975	-1.390	-1.390	-1.390	-1.671	-0.629	-1.187	-1.076	-1.144	-1.144	-1.595
2.03_200	-0.463	-0.576	-0.576	-0.576	-0.688	-0.303	-0.486	-0.408	-0.444	-0.444	-0.696
2.04_080	-4.242	-4.713	-4.715	-4.744	-0.718	-4.211	-5.442	-3.811	-4.925	-4.925	-5.399
2.04_085	-4.992	-5.488	-5.489	-5.513	-2.297	-5.124	-6.311	-4.998	-6.257	-6.257	-6.252
2.04_090	-5.179	-5.706	-5.707	-5.727	-3.264	-5.354	-6.495	-5.412	-6.751	-6.751	-6.521
2.04_095	-5.046	-5.607	-5.608	-5.623	-3.810	-5.157	-6.252	-5.331	-6.622	-6.622	-6.434
2.04_100	-4.746	-5.341	-5.342	-5.353	-4.065	-4.733	-5.781	-4.994	-6.107	-6.107	-6.144
2.04_105	-4.369	-4.998	-4.999	-5.007	-4.118	-4.217	-5.217	-4.570	-5.424	-5.424	-5.753
2.04_110	-3.969	-4.628	-4.628	-4.634	-4.035	-3.695	-4.646	-4.157	-4.743	-4.743	-5.324
2.04_125	-2.875	-3.544	-3.544	-3.546	-3.407	-2.429	-3.233	-3.041	-3.158	-3.158	-4.094
2.04_150	-1.738	-2.205	-2.205	-2.205	-2.307	-1.363	-1.931	-1.833	-1.861	-1.861	-2.630
2.04_200	-0.811	-0.951	-0.951	-0.951	-1.096	-0.630	-0.855	-0.753	-0.767	-0.767	-1.193
2.05_080	-3.182	-3.583	-3.583	-3.583	0.048	-2.595	-3.751	-2.533	-3.777	-3.777	-3.641
2.05_085	-3.734	-4.172	-4.172	-4.172	-1.377	-3.437	-4.547	-3.589	-4.881	-4.881	-4.465
2.05_090	-3.833	-4.311	-4.311	-4.311	-2.245	-3.654	-4.717	-3.930	-5.160	-5.160	-4.760
2.05_095	-3.686	-4.203	-4.203	-4.203	-2.729	-3.512	-4.526	-3.868	-4.912	-4.912	-4.738
2.05_100	-3.417	-3.971	-3.971	-3.971	-2.948	-3.192	-4.158	-3.627	-4.410	-4.410	-4.538
2.05_105	-3.098	-3.685	-3.686	-3.686	-2.989	-2.810	-3.727	-3.338	-3.859	-3.859	-4.248
2.05_110	-2.770	-3.384	-3.384	-3.384	-2.916	-2.433	-3.301	-3.026	-3.339	-3.339	-3.922
2.05_125	-1.927	-2.542	-2.542	-2.542	-2.413	-1.555	-2.275	-2.166	-2.225	-2.225	-2.972
2.05_150	-1.121	-1.502	-1.502	-1.502	-1.610	-0.847	-1.334	-1.261	-1.286	-1.286	-1.837
2.05_200	-0.481	-0.590	-0.590	-0.590	-0.716	-0.367	-0.545	-0.474	-0.486	-0.486	-0.759
2.06_080	-4.022	-4.727	-4.727	-4.727	-0.518	-1.999	-3.269	-2.159	-2.859	-2.859	-2.668
2.06_085	-4.597	-5.342	-5.342	-5.342	-1.916	-3.080	-4.297	-3.500	-4.301	-4.301	-3.844
2.06_090	-4.663	-5.430	-5.431	-5.431	-2.749	-3.466	-4.631	-4.049	-4.896	-4.896	-4.374
2.06_095	-4.451	-5.222	-5.222	-5.222	-3.201	-3.424	-4.534	-4.089	-4.902	-4.902	-4.503
2.06_100	-4.102	-4.863	-4.863	-4.863	-3.394	-3.152	-4.206	-3.854	-4.554	-4.554	-4.397
2.06_105	-3.701	-4.445	-4.445	-4.445	-3.411	-2.785	-3.781	-3.508	-4.050	-4.050	-4.164
2.06_110	-3.295	-4.019	-4.019	-4.019	-3.313	-2.403	-3.342	-3.153	-3.536	-3.536	-3.873
2.06_125	-2.251	-2.877	-2.877	-2.877	-2.715	-1.493	-2.261	-2.174	-2.282	-2.282	-2.962
2.06_150	-1.284	-1.673	-1.673	-1.673	-1.774	-0.794	-1.303	-1.218	-1.263	-1.263	-1.845
2.06_200	-0.584	-0.697	-0.697	-0.697	-0.765	-0.358	-0.543	-0.467	-0.488	-0.488	-0.783
2.07_080	-5.096	-5.782	-5.783	-6.828	0.071	-2.404	-4.174	-2.250	-1.899	-1.899	-7.498
2.07_085	-5.844	-6.568	-6.569	-7.680	-1.799	-3.936	-5.657	-4.122	-4.278	-4.278	-8.125
2.07_090	-6.012	-6.781	-6.781	-7.944	-3.040	-4.676	-6.344	-5.104	-5.624	-5.624	-8.196
2.07_095	-5.847	-6.666	-6.667	-7.865	-3.832	-4.865	-6.478	-5.437	-6.146	-6.146	-7.933
2.07_100	-5.508	-6.380	-6.381	-7.599	-4.298	-4.708	-6.264	-5.369	-6.092	-6.092	-7.485
2.07_105	-5.089	-6.016	-6.016	-7.239	-4.525	-4.359	-5.856	-5.098	-5.705	-5.705	-6.948
2.07_110	-4.647	-5.623	-5.624	-6.836	-4.577	-3.925	-5.361	-4.761	-5.191	-5.191	-6.386
2.07_125	-3.420	-4.443	-4.443	-5.548	-4.138	-2.663	-3.906	-3.726	-3.753	-3.753	-4.820
2.07_150	-2.069	-2.814	-2.815	-3.581	-2.934	-1.428	-2.343	-2.269	-2.226	-2.226	-2.972
2.07_200	-0.912	-1.152	-1.152	-1.279	-1.293	-0.599	-0.992	-0.853	-0.834	-0.834	-1.184
2.08_080	-3.630	-3.879	-3.879	-3.879	-0.378	-1.620	-2.521	-1.128	-2.117	-2.117	-2.497
2.08_085	-4.141	-4.467	-4.466	-4.466	-1.738	-2.773	-3.638	-2.504	-3.620	-3.620	-3.539
2.08_090	-4.209	-4.601	-4.601	-4.601	-2.558	-3.228	-4.056	-3.106	-4.250	-4.250	-4.009
2.08_095	-4.035	-4.481	-4.481	-4.481	-3.004	-3.257	-4.048	-3.247	-4.291	-4.291	-4.128
2.08_100	-3.740	-4.226	-4.225	-4.225	-3.193	-3.056	-3.807	-3.154	-4.000	-4.000	-4.040
2.08_105	-3.396	-3.904	-3.904	-3.904	-3.207	-2.753	-3.465	-2.965	-3.576	-3.576	-3.842
2.08_110	-3.042	-3.558	-3.558	-3.558	-3.109	-2.426	-3.097	-2.735	-3.133	-3.133	-3.590
2.08_125	-2.119	-2.591	-2.591	-2.591	-2.544	-1.609	-2.159	-1.956	-2.045	-2.045	-2.790
2.08_150	-1.245	-1.532	-1.532	-1.532	-1.693	-0.915	-1.279	-1.140	-1.175	-1.175	-1.780
2.08_200	-0.579	-0.658	-0.658	-0.658	-0.761	-0.419	-0.547	-0.459	-0.476	-0.476	-0.787
2.09_080	-5.142	-5.798	-5.800	-5.881	-1.888	-4.478	-5.871	-4.056	-5.310	-5.310	-6.150
2.09_085	-5.638	-6.312	-6.314	-6.401	-3.214	-5.409	-6.749	-5.270	-6.687	-6.687	-6.922
2.09_090	-5.666	-6.363	-6.364	-6.458	-4.015	-5.651	-6.937	-5.691	-7.183	-7.183	-7.135
2.09_095	-5.437	-6.163	-6.164	-6.263	-4.448	-5.464	-6.696	-5.628	-7.050	-7.050	-7.008
2.09_100	-5.081	-5.837	-5.838	-5.941	-4.621	-5.048	-6.225	-5.325	-6.537	-6.537	-6.689
2.09_105	-4.672	-5.452	-5.453	-5.559	-4.610	-4.538	-5.659	-4.941	-5.864	-5.864	-6.274
2.09_110	-4.251	-5.045	-5.045	-5.152	-4.475	-4.016	-5.082	-4.561	-5.193	-5.193	-5.824
2.09_125	-3.115	-3.866	-3.866	-3.959	-3.735	-2.726	-3.626	-3.410	-3.547	-3.547	-4.530
2.09_150	-1.909	-2.431	-2.431	-2.469	-2.533	-1.575	-2.215	-2.098	-2.135	-2.135	-2.952
2.09_200	-0.889	-1.054	-1.054	-1.054	-1.181	-0.726	-0.989	-0.873	-0.887	-0.887	-1.350
2.10_080	0.117	-0.544	-0.545	-1.013	1.336	-4.588	-6.243	-5.597	-7.093	-7.093	-3.585
2.10_085	-1.153	-1.835	-1.836	-2.392	-0.714	-4.895	-6.496	-5.997	-7.422	-7.422	-4.155
2.10_090	-1.873	-2.588	-2.588	-3.228	-2.026	-4.687	-6.231	-5.804	-6.968	-6.968	-4.290
2.10_095	-2.230	-2.989	-2.989	-3.705	-2.801	-4.215	-5.699	-5.354	-6.171	-6.171	-4.191
2.10_100	-2.344	-3.150	-3.150	-3.932	-3.201	-3.643	-5.064	-4.821	-5.316	-5.316	-3.986
2.10_105	-2.298	-3.144	-3.145	-3.982	-3.346	-3.067	-4.424	-4.244	-4.507	-4.507	-3.740
2.10_110	-2.154	-3.029	-3.029	-3.907	-3.330	-2.541	-3.831	-3.690	-3.815	-3.815	-3.478
2.10_125	-1.549	-2.379	-2.379	-3.289	-2.855	-1.405	-2.484	-2.450	-2.468	-2.468	-2.707
2.10_150	-0.821	-1.292	-1.292	-1.997	-1.860	-0.613	-1.340	-1.203	-1.211	-1.211	-1.679
2.10_200	-0.317	-0.458	-0.458	-0.555	-0.710	-0.243	-0.502	-0.401	-0.405	-0.405	-0.650
2.11_080	2.977	1.907	1.906	1.306	6.838	-0.787	-3.094	-2.836	-3.796	-3.796	-1.328
2.11_085	1.172	-0.008	-0.009	-0.713	3.209	-1.241	-3.471	-3.493	-4.187	-4.187	-2.632
2.11_090	0.017	-1.262	-1.263	-2.066	0.719	-1.225	-3.373	-3.589	-4.020	-4.020	-3.305
2.11_095	-0.721	-2.083	-2.084	-2.979	-0.947	-1.009	-3.070	-3.375	-3.614	-3.614	-3.573
2.11_100	-1.168	-2.590	-2.591	-3.568	-2.025	-0.739	-2.709	-3.049	-3.177	-3.177	-3.589
2.11_105	-1.400	-2.853	-2.854	-3.897	-2.686	-0.488	-2.362	-2.713	-2.785	-2.785	-3.458
2.11_110	-1.473	-2.918	-2.919	-4.012	-3.056	-0.282	-2.056	-2.405	-2.453	-2.453	-3.245
2.11_125	-1.193	-2.381	-2.382	-3.509	-3.166	0.062	-1.391	-1.628	-1.653	-1.653	-2.456
2.11_150	-0.520	-1.146	-1.146	-1.976	-2.133	0.189	-0.737	-0.684	-0.694	-0.694	-1.352
2.11_200	-0.065	-0.236	-0.236	-0.311	-0.635	0.165	-0.127	-0.063	-0.063	-0.063	-0.360
2.12_080	10.123	10.456	10.432	6.525	10.753	-8.728	-9.336	-4.047	-5.833	-6.528	-10.127
2.12_085	4.165	4.490	4.480	-0.067	4.950	-12.017	-12.644	-7.916	-9.599	-10.219	-13.621
2.12_090	0.188	0.501	0.497	-4.680	1.037	-13.865	-14.496	-10.287	-11.969	-12.515	-15.614
2.12_095	-2.360	-2.068	-2.069	-7.855	-1.519	-14.811	-15.434	-11.711	-13.508	-13.981	-16.486
2.12_100	-3.905	-3.645	-3.646	-10.008	-3.127	-15.081	-15.693	-12.417	-14.439	-14.843	-16.569
2.12_105	-4.766	-4.546	-4.547	-11.445	-4.092	-14.839	-15.439	-12.557	-14.884	-15.220	-16.128
2.12_110	-5.172	-4.999	-5.000	-12.386	-4.631	-14.229	-14.816	-12.281	-14.929	-15.203	-15.362
2.12_125	-5.032	-5.017	-5.017	-13.509	-4.934	-11.336	-11.883	-10.166	-13.124	-13.247	-12.327
