# SQM interaction energies (kcal/mol)
"name"	AM1	RM1	PM3	PM6	PM6-D3H4'	PM6-D3H4	PM6-D3H4X	PM7	DFTB3	DFTB3-D3H4	DFTB3-D3H4X	GFN2-xTB
004.03_1.15_ethyne_H--ammonia	1.159	-0.552	-1.531	0.072	-0.238	-0.055	-0.055	0.115	-0.809	-1.168	-1.168	-2.733
004.03_1.25_ethyne_H--ammonia	0.180	-0.499	-0.890	-1.143	-1.466	-1.387	-1.387	-1.427	-1.564	-1.938	-1.938	-2.997
004.05_1.00_hydrogen_cyanide--dihydrogen	3.891	3.923	3.423	2.638	2.500	2.499	2.499	2.503	0.741	0.537	0.537	0.611
004.05_1.05_hydrogen_cyanide--dihydrogen	2.837	2.987	2.806	1.637	1.487	1.486	1.486	1.425	0.149	-0.054	-0.054	0.168
004.05_1.10_hydrogen_cyanide--dihydrogen	1.997	2.077	2.123	0.958	0.802	0.801	0.801	0.744	-0.127	-0.338	-0.338	-0.099
004.05_1.15_hydrogen_cyanide--dihydrogen	1.326	1.321	1.507	0.512	0.358	0.356	0.356	0.331	-0.227	-0.462	-0.462	-0.253
004.05_1.25_hydrogen_cyanide--dihydrogen	0.456	0.442	0.721	0.068	-0.068	-0.069	-0.069	-0.042	-0.207	-0.471	-0.471	-0.368
004.06_1.00_hydrogen_cyanide--ethyne_H	6.314	1.861	0.013	4.820	4.594	4.594	4.594	5.603	3.738	3.293	3.293	1.057
004.06_1.05_hydrogen_cyanide--ethyne_H	4.525	1.689	-0.384	2.958	2.731	2.731	2.731	3.317	1.634	1.187	1.187	-0.051
004.06_1.10_hydrogen_cyanide--ethyne_H	3.259	1.628	-0.244	1.603	1.374	1.374	1.374	1.657	0.324	-0.103	-0.103	-0.746
004.06_1.15_hydrogen_cyanide--ethyne_H	2.332	1.452	-0.049	0.633	0.401	0.401	0.401	0.501	-0.432	-0.830	-0.830	-1.162
004.06_1.25_hydrogen_cyanide--ethyne_H	1.009	0.626	-0.156	-0.512	-0.747	-0.747	-0.747	-0.748	-0.988	-1.338	-1.338	-1.504
004.07_1.00_hydrogen_fluoride--ammonia	33.405	12.386	19.268	16.206	15.949	19.330	19.330	17.672	15.824	16.342	16.342	-1.849
004.07_1.05_hydrogen_fluoride--ammonia	25.865	7.092	14.541	10.988	10.731	13.395	13.395	12.099	9.928	10.401	10.401	-6.054
004.07_1.10_hydrogen_fluoride--ammonia	19.503	2.943	10.053	6.974	6.726	8.811	8.811	7.758	5.781	6.209	6.209	-8.946
004.07_1.15_hydrogen_fluoride--ammonia	14.123	-0.288	5.783	3.891	3.657	5.276	5.276	4.380	2.764	3.143	3.143	-10.795
004.07_1.25_hydrogen_fluoride--ammonia	6.025	-4.355	-1.176	-0.221	-0.423	0.533	0.533	-0.234	-1.358	-1.124	-1.124	-12.273
004.08_1.00_hydrogen_fluoride--hydrogen_cyanide	28.520	9.990	15.956	15.263	15.149	15.150	15.150	15.428	10.312	10.082	10.082	-3.114
004.08_1.05_hydrogen_fluoride--hydrogen_cyanide	22.135	5.830	10.604	11.055	10.946	10.947	10.947	11.129	6.446	6.180	6.180	-5.484
004.08_1.10_hydrogen_fluoride--hydrogen_cyanide	16.675	2.676	5.776	7.730	7.625	7.625	7.625	7.692	3.550	3.249	3.249	-6.939
004.08_1.15_hydrogen_fluoride--hydrogen_cyanide	12.124	0.446	1.796	5.118	5.015	5.015	5.015	4.950	1.259	0.931	0.931	-7.728
004.08_1.25_hydrogen_fluoride--hydrogen_cyanide	5.583	-1.713	-2.866	1.494	1.385	1.385	1.385	1.039	-1.951	-2.273	-2.273	-8.064
004.09_1.00_methane_H--ammonia	3.100	2.160	1.159	1.222	0.848	0.974	0.974	0.968	1.075	0.649	0.649	-0.618
004.09_1.05_methane_H--ammonia	2.260	1.718	1.080	0.434	0.059	0.135	0.135	0.039	0.272	-0.148	-0.148	-1.018
004.09_1.10_methane_H--ammonia	1.589	1.167	0.829	-0.075	-0.455	-0.410	-0.410	-0.512	-0.130	-0.556	-0.556	-1.201
004.09_1.15_methane_H--ammonia	1.037	0.639	0.524	-0.379	-0.758	-0.732	-0.732	-0.804	-0.299	-0.750	-0.750	-1.252
004.09_1.25_methane_H--ammonia	0.274	-0.012	0.113	-0.605	-0.942	-0.934	-0.934	-0.955	-0.325	-0.816	-0.816	-1.161
004.10_1.00_methane_H--hydrogen_cyanide	3.716	3.109	2.127	1.674	1.373	1.373	1.373	1.336	1.308	0.855	0.855	0.231
004.10_1.05_methane_H--hydrogen_cyanide	2.731	2.410	1.785	0.850	0.562	0.562	0.562	0.429	0.524	0.111	0.111	-0.204
004.10_1.10_methane_H--hydrogen_cyanide	1.923	1.653	1.321	0.306	0.029	0.029	0.029	-0.118	0.112	-0.274	-0.274	-0.451
004.10_1.15_methane_H--hydrogen_cyanide	1.263	0.995	0.880	-0.036	-0.300	-0.301	-0.301	-0.422	-0.086	-0.466	-0.466	-0.580
004.10_1.25_methane_H--hydrogen_cyanide	0.393	0.235	0.338	-0.331	-0.564	-0.564	-0.564	-0.622	-0.180	-0.565	-0.565	-0.640
004.12_1.00_methylamine--dihydrogen	4.711	4.583	3.493	4.055	3.738	3.888	3.888	4.120	0.338	-0.030	-0.030	0.113
004.12_1.05_methylamine--dihydrogen	3.493	3.724	3.025	2.607	2.278	2.372	2.372	2.469	-0.396	-0.784	-0.784	-0.486
004.12_1.10_methylamine--dihydrogen	2.586	2.867	2.517	1.598	1.253	1.310	1.310	1.364	-0.704	-1.101	-1.101	-0.819
004.12_1.15_methylamine--dihydrogen	1.870	2.040	1.937	0.912	0.551	0.585	0.585	0.655	-0.766	-1.179	-1.179	-0.981
004.12_1.25_methylamine--dihydrogen	0.832	0.794	0.942	0.176	-0.181	-0.171	-0.171	-0.038	-0.590	-1.070	-1.070	-1.028
004.13_1.00_methylamine--ethyne_H	7.154	0.946	1.563	5.949	5.388	5.941	5.941	7.445	5.407	4.978	4.978	0.747
004.13_1.05_methylamine--ethyne_H	4.751	0.056	-0.489	3.532	2.975	3.362	3.362	4.440	2.553	1.990	1.990	-1.038
004.13_1.10_methylamine--ethyne_H	3.098	-0.214	-1.249	1.775	1.224	1.492	1.492	2.195	0.608	-0.058	-0.058	-2.145
004.13_1.15_methylamine--ethyne_H	1.988	-0.184	-1.238	0.516	-0.029	0.154	0.154	0.561	-0.599	-1.313	-1.313	-2.786
004.13_1.25_methylamine--ethyne_H	0.707	-0.144	-0.703	-0.979	-1.518	-1.435	-1.435	-1.358	-1.591	-2.300	-2.300	-3.231
004.14_1.00_methylamine--hydrogen_fluoride	39.476	18.203	25.077	19.520	19.123	21.882	21.882	20.776	16.690	16.841	16.841	-0.269
004.14_1.05_methylamine--hydrogen_fluoride	31.098	11.782	19.528	13.513	13.112	15.315	15.315	14.459	10.299	10.417	10.417	-4.867
004.14_1.10_methylamine--hydrogen_fluoride	24.012	6.710	14.398	8.857	8.457	10.205	10.205	9.515	5.847	5.929	5.929	-8.144
004.14_1.15_methylamine--hydrogen_fluoride	18.005	2.720	9.574	5.267	4.873	6.251	6.251	5.664	2.694	2.735	2.735	-10.334
004.14_1.25_methylamine--hydrogen_fluoride	8.773	-2.574	1.424	0.421	0.043	0.881	0.881	0.368	-1.458	-1.545	-1.545	-12.313
004.15_1.00_methylamine--methane_H	3.847	2.656	1.582	1.605	0.971	1.095	1.095	1.233	1.375	0.558	0.558	-0.561
004.15_1.05_methylamine--methane_H	2.856	2.198	1.462	0.676	0.062	0.139	0.139	0.112	0.420	-0.360	-0.360	-1.075
004.15_1.10_methylamine--methane_H	2.088	1.626	1.192	0.068	-0.533	-0.486	-0.486	-0.577	-0.074	-0.820	-0.820	-1.330
004.15_1.15_methylamine--methane_H	1.457	1.035	0.832	-0.310	-0.897	-0.870	-0.870	-0.963	-0.296	-1.021	-1.021	-1.424
004.15_1.25_methylamine--methane_H	0.540	0.194	0.261	-0.623	-1.154	-1.145	-1.145	-1.203	-0.359	-1.084	-1.084	-1.366
004.17_1.00_nitromethane--dihydrogen	2.714	5.241	5.277	2.229	1.796	1.855	1.855	2.446	1.091	0.368	0.368	2.097
004.17_1.05_nitromethane--dihydrogen	1.697	3.370	3.657	1.235	0.771	0.810	0.810	1.384	0.503	-0.186	-0.186	1.280
004.17_1.10_nitromethane--dihydrogen	0.998	2.069	2.455	0.626	0.129	0.153	0.153	0.750	0.186	-0.500	-0.500	0.736
004.17_1.15_nitromethane--dihydrogen	0.540	1.244	1.631	0.271	-0.248	-0.233	-0.233	0.382	0.029	-0.683	-0.683	0.380
004.17_1.25_nitromethane--dihydrogen	0.138	0.492	0.746	-0.017	-0.513	-0.509	-0.509	0.047	-0.056	-0.745	-0.745	0.013
004.18_1.00_nitromethane--ethyne_H	5.007	6.485	6.758	3.756	3.076	3.150	3.150	3.067	2.174	1.033	1.033	2.696
004.18_1.05_nitromethane--ethyne_H	3.574	4.525	5.067	2.421	1.710	1.761	1.761	1.695	1.433	0.334	0.334	1.769
004.18_1.10_nitromethane--ethyne_H	2.526	3.036	3.725	1.555	0.809	0.845	0.845	0.848	0.989	-0.065	-0.065	1.133
004.18_1.15_nitromethane--ethyne_H	1.769	2.002	2.740	1.009	0.237	0.261	0.261	0.343	0.725	-0.317	-0.317	0.703
004.18_1.25_nitromethane--ethyne_H	0.908	0.956	1.604	0.481	-0.273	-0.262	-0.262	-0.117	0.479	-0.558	-0.558	0.230
004.19_1.00_nitromethane--hydrogen_fluoride	4.830	6.818	6.830	4.333	3.833	3.907	3.907	3.168	2.466	1.626	1.626	2.797
004.19_1.05_nitromethane--hydrogen_fluoride	3.583	4.958	5.440	3.049	2.532	2.584	2.584	2.013	2.012	1.201	1.201	2.273
004.19_1.10_nitromethane--hydrogen_fluoride	2.691	3.542	4.262	2.192	1.658	1.693	1.693	1.281	1.723	0.948	0.948	1.886
004.19_1.15_nitromethane--hydrogen_fluoride	2.047	2.551	3.348	1.632	1.082	1.106	1.106	0.828	1.528	0.767	0.767	1.594
004.19_1.25_nitromethane--hydrogen_fluoride	1.298	1.510	2.218	1.042	0.500	0.510	0.510	0.375	1.271	0.518	0.518	1.185
004.20_1.00_nitromethane--methane_H	4.285	6.030	5.555	3.088	2.258	2.333	2.333	2.781	1.954	0.638	0.638	2.505
004.20_1.05_nitromethane--methane_H	2.905	4.069	3.944	1.831	1.009	1.061	1.061	1.396	1.095	-0.132	-0.132	1.453
004.20_1.10_nitromethane--methane_H	1.909	2.592	2.682	1.031	0.206	0.242	0.242	0.543	0.588	-0.558	-0.558	0.742
004.20_1.15_nitromethane--methane_H	1.201	1.579	1.776	0.543	-0.284	-0.260	-0.260	0.041	0.301	-0.806	-0.806	0.272
004.20_1.25_nitromethane--methane_H	0.437	0.592	0.793	0.109	-0.671	-0.661	-0.661	-0.389	0.073	-0.991	-0.991	-0.213
004.22_1.00_pyridine--dihydrogen	5.545	4.873	4.163	4.404	4.033	4.048	4.048	4.366	0.358	-0.238	-0.238	0.139
004.22_1.05_pyridine--dihydrogen	4.184	4.094	3.641	2.904	2.527	2.537	2.537	2.651	-0.391	-0.938	-0.938	-0.477
004.22_1.10_pyridine--dihydrogen	3.153	3.264	3.080	1.849	1.463	1.469	1.469	1.490	-0.707	-1.216	-1.216	-0.823
004.22_1.15_pyridine--dihydrogen	2.329	2.415	2.433	1.119	0.725	0.729	0.729	0.733	-0.773	-1.267	-1.267	-0.996
004.22_1.25_pyridine--dihydrogen	1.108	1.043	1.275	0.303	-0.070	-0.068	-0.068	-0.031	-0.598	-1.121	-1.121	-1.059
004.23_1.00_pyridine--ethyne_H	9.105	1.733	2.678	7.460	6.823	6.873	6.873	8.907	5.488	4.505	4.505	1.001
004.23_1.05_pyridine--ethyne_H	6.448	0.799	0.394	4.804	4.173	4.210	4.210	5.721	2.648	1.644	1.644	-0.830
004.23_1.10_pyridine--ethyne_H	4.555	0.513	-0.548	2.852	2.225	2.254	2.254	3.304	0.693	-0.314	-0.314	-1.987
004.23_1.15_pyridine--ethyne_H	3.226	0.537	-0.663	1.428	0.806	0.828	0.828	1.504	-0.532	-1.518	-1.518	-2.677
004.23_1.25_pyridine--ethyne_H	1.594	0.543	-0.262	-0.314	-0.925	-0.911	-0.911	-0.693	-1.541	-2.433	-2.433	-3.199
004.24_1.00_pyridine--hydrogen_fluoride	41.831	19.692	27.834	22.750	22.285	22.467	22.467	22.954	14.510	14.026	14.026	-0.340
004.24_1.05_pyridine--hydrogen_fluoride	33.589	13.147	21.795	16.578	16.115	16.269	16.269	16.700	8.445	7.954	7.954	-4.703
004.24_1.10_pyridine--hydrogen_fluoride	26.518	7.916	16.184	11.704	11.242	11.370	11.370	11.735	4.266	3.747	3.747	-7.809
004.24_1.15_pyridine--hydrogen_fluoride	20.464	3.797	10.964	7.883	7.427	7.529	7.529	7.821	1.363	0.794	0.794	-9.877
004.24_1.25_pyridine--hydrogen_fluoride	11.027	-1.606	2.329	2.587	2.147	2.213	2.213	2.315	-2.348	-3.048	-3.048	-11.753
004.25_1.00_pyridine--methane_H	4.791	3.182	2.224	2.301	1.579	1.597	1.597	1.776	1.611	0.552	0.552	-0.405
004.25_1.05_pyridine--methane_H	3.635	2.773	2.058	1.232	0.538	0.551	0.551	0.507	0.561	-0.409	-0.409	-0.987
004.25_1.10_pyridine--methane_H	2.729	2.198	1.749	0.506	-0.164	-0.154	-0.154	-0.302	0.003	-0.889	-0.889	-1.293
004.25_1.15_pyridine--methane_H	1.980	1.547	1.321	0.031	-0.614	-0.606	-0.606	-0.777	-0.256	-1.093	-1.093	-1.425
004.25_1.25_pyridine--methane_H	0.853	0.498	0.563	-0.429	-1.002	-0.996	-0.996	-1.125	-0.353	-1.143	-1.143	-1.413
005.01_1.00_benzene--ammonia	2.314	1.425	2.427	1.502	0.320	0.327	0.327	0.453	1.237	-0.478	-0.478	-0.147
005.01_1.05_benzene--ammonia	1.948	1.361	1.751	1.207	0.138	0.144	0.144	0.103	0.836	-0.651	-0.651	-0.309
005.01_1.10_benzene--ammonia	1.673	1.245	1.290	1.039	0.079	0.084	0.084	-0.113	0.632	-0.649	-0.649	-0.350
005.01_1.15_benzene--ammonia	1.437	1.091	0.977	0.941	0.088	0.093	0.093	-0.236	0.522	-0.593	-0.593	-0.332
005.01_1.25_benzene--ammonia	1.056	0.810	0.609	0.831	0.195	0.198	0.198	-0.303	0.408	-0.425	-0.425	-0.226
005.02_1.00_ethene--ammonia	1.257	0.906	1.183	0.922	0.306	0.307	0.307	0.422	0.638	-0.242	-0.242	0.161
005.02_1.05_ethene--ammonia	1.060	0.814	0.820	0.747	0.198	0.198	0.198	0.195	0.473	-0.265	-0.265	0.063
005.02_1.10_ethene--ammonia	0.885	0.685	0.581	0.639	0.151	0.151	0.151	0.045	0.384	-0.250	-0.250	0.023
005.02_1.15_ethene--ammonia	0.731	0.561	0.423	0.565	0.145	0.145	0.145	-0.049	0.327	-0.222	-0.222	0.011
005.02_1.25_ethene--ammonia	0.496	0.384	0.245	0.464	0.174	0.174	0.174	-0.115	0.252	-0.128	-0.128	0.025
005.03_1.00_ethyne_C--ammonia	1.300	1.006	1.249	0.785	0.298	0.298	0.298	0.407	0.763	0.038	0.038	0.560
005.03_1.05_ethyne_C--ammonia	1.096	0.911	0.892	0.609	0.158	0.158	0.158	0.192	0.564	-0.046	-0.046	0.402
005.03_1.10_ethyne_C--ammonia	0.921	0.775	0.654	0.507	0.094	0.093	0.093	0.053	0.455	-0.082	-0.082	0.312
005.03_1.15_ethyne_C--ammonia	0.768	0.645	0.494	0.445	0.080	0.080	0.080	-0.034	0.386	-0.092	-0.092	0.260
005.03_1.25_ethyne_C--ammonia	0.536	0.455	0.308	0.367	0.113	0.113	0.113	-0.103	0.297	-0.040	-0.040	0.210
005.04_1.00_hydrogen_cyanide--benzene	2.210	1.516	3.187	1.735	0.864	0.868	0.868	0.649	1.379	0.002	0.002	-0.304
005.04_1.05_hydrogen_cyanide--benzene	1.766	1.382	2.290	1.283	0.449	0.453	0.453	0.211	0.889	-0.350	-0.350	-0.457
005.04_1.10_hydrogen_cyanide--benzene	1.487	1.258	1.675	1.021	0.226	0.230	0.230	-0.038	0.642	-0.457	-0.457	-0.490
005.04_1.15_hydrogen_cyanide--benzene	1.272	1.100	1.253	0.870	0.123	0.127	0.127	-0.164	0.513	-0.478	-0.478	-0.462
005.04_1.25_hydrogen_cyanide--benzene	0.929	0.794	0.762	0.725	0.119	0.123	0.123	-0.221	0.392	-0.407	-0.407	-0.344
005.05_1.00_hydrogen_cyanide--ethene	1.177	0.921	1.741	0.975	0.502	0.503	0.503	0.480	0.701	-0.050	-0.050	0.004
005.05_1.05_hydrogen_cyanide--ethene	0.969	0.839	1.199	0.719	0.265	0.265	0.265	0.217	0.470	-0.184	-0.184	-0.093
005.05_1.10_hydrogen_cyanide--ethene	0.811	0.717	0.838	0.570	0.138	0.138	0.138	0.061	0.356	-0.221	-0.221	-0.124
005.05_1.15_hydrogen_cyanide--ethene	0.673	0.584	0.598	0.482	0.081	0.081	0.081	-0.029	0.294	-0.228	-0.228	-0.123
005.05_1.25_hydrogen_cyanide--ethene	0.453	0.381	0.329	0.385	0.084	0.084	0.084	-0.104	0.227	-0.176	-0.176	-0.086
005.06_1.00_hydrogen_cyanide--ethyne_C	1.224	0.959	1.833	0.928	0.594	0.594	0.594	0.542	0.851	0.248	0.248	0.312
005.06_1.05_hydrogen_cyanide--ethyne_C	1.001	0.900	1.293	0.647	0.306	0.306	0.306	0.261	0.573	0.051	0.051	0.167
005.06_1.10_hydrogen_cyanide--ethyne_C	0.842	0.790	0.932	0.488	0.140	0.140	0.140	0.098	0.432	-0.035	-0.035	0.100
005.06_1.15_hydrogen_cyanide--ethyne_C	0.707	0.658	0.688	0.399	0.058	0.058	0.058	0.006	0.355	-0.087	-0.087	0.071
005.06_1.25_hydrogen_cyanide--ethyne_C	0.491	0.448	0.410	0.313	0.043	0.043	0.043	-0.076	0.272	-0.092	-0.092	0.061
005.07_1.00_methane_C--ammonia	1.036	0.796	1.792	1.112	0.583	0.598	0.598	0.806	0.999	0.150	0.150	0.731
005.07_1.05_methane_C--ammonia	0.651	0.584	1.163	0.672	0.156	0.162	0.162	0.398	0.527	-0.219	-0.219	0.323
005.07_1.10_methane_C--ammonia	0.506	0.498	0.764	0.435	-0.070	-0.067	-0.067	0.156	0.289	-0.374	-0.374	0.096
005.07_1.15_methane_C--ammonia	0.441	0.419	0.506	0.309	-0.172	-0.171	-0.171	0.007	0.172	-0.444	-0.444	-0.027
005.07_1.25_methane_C--ammonia	0.332	0.259	0.224	0.199	-0.183	-0.183	-0.183	-0.159	0.083	-0.416	-0.416	-0.119
005.08_1.00_methane_C--hydrogen_cyanide	1.831	1.367	3.146	1.536	1.253	1.253	1.253	1.148	1.346	0.686	0.686	0.525
005.08_1.05_methane_C--hydrogen_cyanide	0.987	0.843	2.115	0.887	0.587	0.587	0.587	0.572	0.698	0.107	0.107	0.154
005.08_1.10_methane_C--hydrogen_cyanide	0.615	0.651	1.439	0.522	0.184	0.184	0.184	0.236	0.361	-0.158	-0.158	-0.044
005.08_1.15_methane_C--hydrogen_cyanide	0.464	0.550	0.984	0.322	-0.053	-0.053	-0.053	0.045	0.193	-0.300	-0.300	-0.143
005.08_1.25_methane_C--hydrogen_cyanide	0.342	0.359	0.460	0.158	-0.214	-0.214	-0.214	-0.117	0.070	-0.413	-0.413	-0.201
005.09_1.00_methylamine--benzene	2.834	1.675	3.033	1.668	-0.008	0.005	0.005	0.008	1.370	-1.014	-1.014	-0.616
005.09_1.05_methylamine--benzene	2.301	1.527	2.158	1.288	-0.242	-0.232	-0.232	-0.400	0.857	-1.269	-1.269	-0.814
005.09_1.10_methylamine--benzene	1.932	1.385	1.563	1.075	-0.304	-0.296	-0.296	-0.642	0.601	-1.250	-1.250	-0.850
005.09_1.15_methylamine--benzene	1.634	1.210	1.157	0.955	-0.273	-0.267	-0.267	-0.770	0.470	-1.144	-1.144	-0.803
005.09_1.25_methylamine--benzene	1.170	0.878	0.688	0.835	-0.099	-0.094	-0.094	-0.804	0.353	-0.866	-0.866	-0.615
005.10_1.00_methylamine--ethene	1.460	1.018	1.390	0.962	0.067	0.068	0.068	0.139	0.622	-0.636	-0.636	-0.131
005.10_1.05_methylamine--ethene	1.203	0.899	0.949	0.768	-0.027	-0.026	-0.026	-0.105	0.444	-0.625	-0.625	-0.219
005.10_1.10_methylamine--ethene	0.988	0.748	0.661	0.650	-0.049	-0.049	-0.049	-0.263	0.352	-0.564	-0.564	-0.238
005.10_1.15_methylamine--ethene	0.804	0.605	0.471	0.573	-0.031	-0.031	-0.031	-0.354	0.296	-0.492	-0.492	-0.223
005.10_1.25_methylamine--ethene	0.531	0.402	0.261	0.472	0.047	0.047	0.047	-0.387	0.228	-0.328	-0.328	-0.155
005.11_1.00_methylamine--ethyne_C	1.499	1.120	1.450	0.837	0.108	0.109	0.109	0.191	0.740	-0.320	-0.320	0.269
005.11_1.05_methylamine--ethyne_C	1.237	1.000	1.020	0.639	-0.026	-0.025	-0.025	-0.043	0.526	-0.378	-0.378	0.120
005.11_1.10_methylamine--ethyne_C	1.024	0.844	0.735	0.527	-0.073	-0.073	-0.073	-0.191	0.414	-0.373	-0.373	0.052
005.11_1.15_methylamine--ethyne_C	0.844	0.695	0.546	0.460	-0.067	-0.067	-0.067	-0.279	0.348	-0.344	-0.344	0.027
005.11_1.25_methylamine--ethyne_C	0.574	0.478	0.330	0.381	0.007	0.007	0.007	-0.325	0.267	-0.227	-0.227	0.030
005.12_1.00_methylamine--methane_C	1.549	1.189	2.288	1.357	0.534	0.565	0.565	0.804	1.235	0.001	0.001	0.619
005.12_1.05_methylamine--methane_C	0.955	0.800	1.473	0.795	-0.009	0.005	0.005	0.293	0.649	-0.489	-0.489	0.131
005.12_1.10_methylamine--methane_C	0.701	0.641	0.958	0.494	-0.284	-0.277	-0.277	-0.004	0.349	-0.684	-0.684	-0.132
005.12_1.15_methylamine--methane_C	0.581	0.528	0.628	0.335	-0.397	-0.394	-0.394	-0.182	0.200	-0.748	-0.748	-0.264
005.12_1.25_methylamine--methane_C	0.422	0.323	0.270	0.204	-0.380	-0.380	-0.380	-0.368	0.089	-0.676	-0.676	-0.336
005.13_1.00_nitromethane--benzene	6.309	2.872	8.321	2.258	0.004	0.082	0.082	0.496	2.388	-1.115	-1.115	-1.523
005.13_1.05_nitromethane--benzene	4.579	2.231	5.481	0.948	-1.324	-1.279	-1.279	-0.620	1.265	-1.990	-1.990	-2.363
005.13_1.10_nitromethane--benzene	3.409	1.871	3.609	0.256	-1.981	-1.953	-1.953	-1.296	0.724	-2.308	-2.308	-2.658
005.13_1.15_nitromethane--benzene	2.552	1.489	2.377	-0.066	-2.187	-2.167	-2.167	-1.699	0.471	-2.343	-2.343	-2.661
005.13_1.25_nitromethane--benzene	1.404	0.783	1.034	-0.194	-1.887	-1.875	-1.875	-2.034	0.290	-1.962	-1.962	-2.301
005.14_1.00_nitromethane--ethene	3.668	1.529	6.004	1.465	0.134	0.210	0.210	1.147	1.633	-0.456	-0.456	-0.432
005.14_1.05_nitromethane--ethene	2.486	1.175	3.847	0.394	-1.027	-0.987	-0.987	0.202	0.684	-1.343	-1.343	-1.251
005.14_1.10_nitromethane--ethene	1.796	0.998	2.442	-0.161	-1.611	-1.590	-1.590	-0.379	0.231	-1.746	-1.746	-1.608
005.14_1.15_nitromethane--ethene	1.329	0.790	1.528	-0.410	-1.803	-1.793	-1.793	-0.741	0.033	-1.853	-1.853	-1.711
005.14_1.25_nitromethane--ethene	0.697	0.360	0.553	-0.472	-1.607	-1.604	-1.604	-1.119	-0.062	-1.575	-1.575	-1.571
005.15_1.00_nitromethane--ethyne_C	3.629	1.453	4.942	1.573	0.682	0.746	0.746	1.171	1.717	0.215	0.215	-0.421
005.15_1.05_nitromethane--ethyne_C	2.539	1.248	3.195	0.606	-0.426	-0.394	-0.394	0.325	0.930	-0.559	-0.559	-1.007
005.15_1.10_nitromethane--ethyne_C	1.866	1.086	2.062	0.107	-1.005	-0.988	-0.988	-0.187	0.542	-0.966	-0.966	-1.243
005.15_1.15_nitromethane--ethyne_C	1.396	0.862	1.327	-0.119	-1.217	-1.209	-1.209	-0.498	0.355	-1.126	-1.126	-1.290
005.15_1.25_nitromethane--ethyne_C	0.772	0.443	0.544	-0.200	-1.105	-1.103	-1.103	-0.808	0.216	-0.999	-0.999	-1.144
005.16_1.00_nitromethane--methane_C	2.798	3.634	6.764	1.529	0.607	0.944	0.944	1.799	2.065	0.570	0.570	1.441
005.16_1.05_nitromethane--methane_C	1.432	2.058	4.266	0.404	-0.643	-0.446	-0.446	0.674	0.938	-0.568	-0.568	0.139
005.16_1.10_nitromethane--methane_C	0.846	1.309	2.701	-0.162	-1.313	-1.201	-1.201	0.060	0.352	-1.166	-1.166	-0.589
005.16_1.15_nitromethane--methane_C	0.629	0.917	1.722	-0.406	-1.602	-1.540	-1.540	-0.270	0.070	-1.466	-1.466	-0.963
005.16_1.25_nitromethane--methane_C	0.489	0.474	0.708	-0.465	-1.559	-1.541	-1.541	-0.565	-0.097	-1.510	-1.510	-1.165
005.17_1.00_pyridine--benzene	4.307	2.470	4.960	2.644	0.556	0.597	0.597	-0.090	2.337	-0.658	-0.658	-1.097
005.17_1.05_pyridine--benzene	3.184	1.988	3.528	1.858	-0.153	-0.122	-0.122	-0.743	1.408	-1.400	-1.400	-1.462
005.17_1.10_pyridine--benzene	2.527	1.744	2.537	1.397	-0.501	-0.475	-0.475	-1.120	0.921	-1.670	-1.670	-1.562
005.17_1.15_pyridine--benzene	2.088	1.554	1.852	1.130	-0.622	-0.600	-0.600	-1.316	0.667	-1.675	-1.675	-1.517
005.17_1.25_pyridine--benzene	1.474	1.151	1.049	0.884	-0.533	-0.516	-0.516	-1.377	0.452	-1.395	-1.395	-1.250
005.18_1.00_pyridine--ethene	1.771	1.214	2.150	1.235	0.160	0.169	0.169	-0.024	0.842	-0.693	-0.693	-0.373
005.18_1.05_pyridine--ethene	1.400	1.069	1.472	0.910	-0.070	-0.063	-0.063	-0.345	0.549	-0.813	-0.813	-0.493
005.18_1.10_pyridine--ethene	1.142	0.920	1.019	0.716	-0.166	-0.159	-0.159	-0.530	0.402	-0.777	-0.777	-0.512
005.18_1.15_pyridine--ethene	0.935	0.756	0.717	0.599	-0.187	-0.182	-0.182	-0.618	0.323	-0.701	-0.701	-0.482
005.18_1.25_pyridine--ethene	0.619	0.492	0.380	0.470	-0.119	-0.115	-0.115	-0.615	0.239	-0.529	-0.529	-0.370
005.19_1.00_pyridine--ethyne_C	1.732	1.174	2.261	1.071	0.253	0.259	0.259	0.065	0.992	-0.247	-0.247	0.049
005.19_1.05_pyridine--ethyne_C	1.336	1.055	1.563	0.718	-0.053	-0.047	-0.047	-0.277	0.614	-0.505	-0.505	-0.156
005.19_1.10_pyridine--ethyne_C	1.082	0.929	1.096	0.519	-0.201	-0.195	-0.195	-0.470	0.426	-0.555	-0.555	-0.238
005.19_1.15_pyridine--ethyne_C	0.887	0.778	0.784	0.409	-0.256	-0.251	-0.251	-0.562	0.328	-0.541	-0.541	-0.255
005.19_1.25_pyridine--ethyne_C	0.595	0.518	0.430	0.309	-0.211	-0.208	-0.208	-0.570	0.235	-0.449	-0.449	-0.213
005.20_1.00_pyridine--methane_C	2.323	1.727	3.286	1.742	0.882	0.906	0.906	0.865	1.565	0.231	0.231	0.565
005.20_1.05_pyridine--methane_C	1.340	1.061	2.173	1.013	0.170	0.185	0.185	0.244	0.825	-0.438	-0.438	0.026
005.20_1.10_pyridine--methane_C	0.872	0.786	1.454	0.604	-0.216	-0.206	-0.206	-0.116	0.436	-0.709	-0.709	-0.262
