# Interaction energies and their componets in kcal/mol
# Prefix corr_ denotes the correlation enegy term only
# Suffixes _os and _ss denote the other-spin and same-spin components of the correlation energy
system	HF/aDZ	HF/aTZ	HF/haTZ	HF/aQZ	HF/a5Z	corr_MP2/aDZ	corr_MP2/aTZ	corr_MP2/haTZ	corr_MP2/aQZ	corr_MP2/a5Z	corr_MP2/CBS(aTQZ)	corr_MP2/CBS(aQ5Z)	corr_MP2_os/aDZ	corr_MP2_ss/aDZ	corr_MP2_os/aTZ	corr_MP2_ss/aTZ	corr_MP2_os/haTZ	corr_MP2_ss/haTZ	corr_MP2_os/aQZ	corr_MP2_ss/aQZ	corr_MP2_os/a5Z	corr_MP2_ss/a5Z	corr_MP2_os/CBS(aTQZ)	corr_MP2_ss/CBS(aTQZ)	corr_MP2_os/CBS(aQ5Z)	corr_MP2_ss/CBS(aQ5Z)	corr_CCSD(T)/aDZ	corr_CCSD/aDZ	corr_CCSD(T)/haTZ	corr_CCSD/haTZ
1.03.03_1.50	-0.006	-0.007	~~~	-0.007	~~~	-0.036	-0.037	~~~	-0.038	~~~	-0.038	~~~	-0.019	-0.017	-0.019	-0.018	~~~	~~~	-0.019	-0.018	~~~	~~~	-0.020	-0.018	~~~	~~~	-0.034	-0.029	~~~	~~~
1.03.03_2.00	-0.002	-0.002	~~~	-0.002	~~~	-0.007	-0.007	~~~	-0.007	~~~	-0.007	~~~	-0.004	-0.003	-0.004	-0.004	~~~	~~~	-0.004	-0.004	~~~	~~~	-0.004	-0.004	~~~	~~~	-0.006	-0.006	~~~	~~~
1.04.01_0.80	2.846	2.838	2.849	2.820	2.819	-1.978	-2.332	-2.250	-2.432	-2.468	-2.505	-2.505	-0.881	-1.096	-1.123	-1.209	-1.073	-1.177	-1.200	-1.232	-1.229	-1.239	-1.256	-1.250	-1.260	-1.245	-1.900	-1.630	-2.202	-1.892
1.04.01_0.85	1.701	1.699	~~~	1.687	~~~	-1.630	-1.908	~~~	-1.985	~~~	-2.041	~~~	-0.733	-0.897	-0.921	-0.988	~~~	~~~	-0.979	-1.006	~~~	~~~	-1.022	-1.020	~~~	~~~	-1.586	-1.362	~~~	~~~
1.04.01_0.90	0.966	0.962	~~~	0.955	~~~	-1.348	-1.565	~~~	-1.624	~~~	-1.667	~~~	-0.612	-0.736	-0.756	-0.809	~~~	~~~	-0.801	-0.823	~~~	~~~	-0.833	-0.834	~~~	~~~	-1.326	-1.140	~~~	~~~
1.04.01_0.95	0.502	0.493	~~~	0.490	~~~	-1.118	-1.287	~~~	-1.331	~~~	-1.364	~~~	-0.511	-0.606	-0.622	-0.664	~~~	~~~	-0.656	-0.675	~~~	~~~	-0.680	-0.684	~~~	~~~	-1.109	-0.955	~~~	~~~
1.04.01_1.00	0.215	0.201	0.210	0.200	0.199	-0.929	-1.060	-1.005	-1.094	-1.105	-1.118	-1.117	-0.428	-0.501	-0.513	-0.547	-0.481	-0.524	-0.538	-0.556	-0.547	-0.558	-0.556	-0.562	-0.557	-0.560	-0.929	-0.800	-1.010	-0.867
1.04.01_1.05	0.041	0.024	~~~	0.024	~~~	-0.774	-0.875	~~~	-0.900	~~~	-0.919	~~~	-0.358	-0.416	-0.424	-0.452	~~~	~~~	-0.442	-0.458	~~~	~~~	-0.456	-0.463	~~~	~~~	-0.778	-0.671	~~~	~~~
1.04.01_1.10	-0.060	-0.079	~~~	-0.078	~~~	-0.646	-0.724	~~~	-0.743	~~~	-0.757	~~~	-0.300	-0.346	-0.350	-0.374	~~~	~~~	-0.364	-0.379	~~~	~~~	-0.374	-0.383	~~~	~~~	-0.653	-0.563	~~~	~~~
1.04.01_1.25	-0.152	-0.167	~~~	-0.166	~~~	-0.380	-0.417	~~~	-0.425	~~~	-0.432	~~~	-0.178	-0.202	-0.200	-0.216	~~~	~~~	-0.207	-0.219	~~~	~~~	-0.211	-0.220	~~~	~~~	-0.387	-0.334	~~~	~~~
1.04.01_1.50	-0.109	-0.117	~~~	-0.117	~~~	-0.165	-0.176	~~~	-0.178	~~~	-0.181	~~~	-0.077	-0.088	-0.084	-0.092	~~~	~~~	-0.086	-0.093	~~~	~~~	-0.087	-0.094	~~~	~~~	-0.168	-0.144	~~~	~~~
1.04.01_2.00	-0.035	-0.038	~~~	-0.038	~~~	-0.039	-0.040	~~~	-0.041	~~~	-0.041	~~~	-0.018	-0.021	-0.019	-0.022	~~~	~~~	-0.019	-0.022	~~~	~~~	-0.019	-0.022	~~~	~~~	-0.039	-0.033	~~~	~~~
1.05.01_0.80	3.836	3.853	3.844	3.841	3.840	-2.504	-2.927	-2.850	-3.032	-3.069	-3.108	-3.108	-1.210	-1.294	-1.487	-1.440	-1.440	-1.410	-1.566	-1.466	-1.596	-1.473	-1.623	-1.485	-1.627	-1.481	-2.472	-2.165	-2.835	-2.464
1.05.01_0.85	2.396	2.404	~~~	2.397	~~~	-2.005	-2.314	~~~	-2.389	~~~	-2.444	~~~	-0.974	-1.031	-1.174	-1.140	~~~	~~~	-1.230	-1.159	~~~	~~~	-1.271	-1.173	~~~	~~~	-1.995	-1.744	~~~	~~~
1.05.01_0.90	1.472	1.472	~~~	1.469	~~~	-1.603	-1.828	~~~	-1.881	~~~	-1.920	~~~	-0.782	-0.821	-0.926	-0.902	~~~	~~~	-0.966	-0.916	~~~	~~~	-0.994	-0.926	~~~	~~~	-1.606	-1.402	~~~	~~~
1.05.01_0.95	0.886	0.881	~~~	0.881	~~~	-1.281	-1.444	~~~	-1.481	~~~	-1.509	~~~	-0.627	-0.654	-0.730	-0.714	~~~	~~~	-0.758	-0.723	~~~	~~~	-0.778	-0.730	~~~	~~~	-1.290	-1.124	~~~	~~~
1.05.01_1.00	0.518	0.511	0.507	0.512	0.512	-1.024	-1.141	-1.097	-1.168	-1.177	-1.187	-1.188	-0.503	-0.521	-0.576	-0.565	-0.551	-0.546	-0.596	-0.572	-0.603	-0.574	-0.610	-0.577	-0.611	-0.576	-1.036	-0.901	-1.105	-0.953
1.05.01_1.05	0.290	0.283	~~~	0.285	~~~	-0.818	-0.903	~~~	-0.922	~~~	-0.936	~~~	-0.403	-0.416	-0.455	-0.448	~~~	~~~	-0.469	-0.453	~~~	~~~	-0.479	-0.457	~~~	~~~	-0.830	-0.721	~~~	~~~
1.05.01_1.10	0.151	0.145	~~~	0.148	~~~	-0.655	-0.717	~~~	-0.730	~~~	-0.740	~~~	-0.323	-0.332	-0.360	-0.356	~~~	~~~	-0.370	-0.360	~~~	~~~	-0.378	-0.363	~~~	~~~	-0.666	-0.578	~~~	~~~
1.05.01_1.25	-0.006	-0.010	~~~	-0.008	~~~	-0.342	-0.365	~~~	-0.371	~~~	-0.376	~~~	-0.168	-0.174	-0.182	-0.183	~~~	~~~	-0.187	-0.185	~~~	~~~	-0.190	-0.186	~~~	~~~	-0.347	-0.300	~~~	~~~
1.05.01_1.50	-0.028	-0.029	~~~	-0.029	~~~	-0.126	-0.131	~~~	-0.133	~~~	-0.134	~~~	-0.061	-0.064	-0.065	-0.066	~~~	~~~	-0.066	-0.067	~~~	~~~	-0.067	-0.067	~~~	~~~	-0.126	-0.108	~~~	~~~
1.05.01_2.00	-0.011	-0.011	~~~	-0.011	~~~	-0.024	-0.025	~~~	-0.025	~~~	-0.026	~~~	-0.011	-0.013	-0.012	-0.013	~~~	~~~	-0.012	-0.013	~~~	~~~	-0.013	-0.013	~~~	~~~	-0.023	-0.020	~~~	~~~
1.05.02_0.80	2.485	2.431	2.434	2.428	2.427	-1.775	-2.056	-2.000	-2.123	-2.145	-2.172	-2.168	-0.892	-0.884	-1.077	-0.979	-1.043	-0.957	-1.128	-0.995	-1.147	-0.999	-1.166	-1.006	-1.166	-1.002	-1.726	-1.529	-1.962	-1.725
1.05.02_0.85	1.570	1.532	~~~	1.530	~~~	-1.449	-1.657	~~~	-1.706	~~~	-1.742	~~~	-0.727	-0.722	-0.863	-0.794	~~~	~~~	-0.901	-0.806	~~~	~~~	-0.928	-0.814	~~~	~~~	-1.417	-1.254	~~~	~~~
1.05.02_0.90	0.964	0.940	~~~	0.938	~~~	-1.181	-1.335	~~~	-1.370	~~~	-1.396	~~~	-0.592	-0.589	-0.691	-0.643	~~~	~~~	-0.718	-0.652	~~~	~~~	-0.738	-0.659	~~~	~~~	-1.161	-1.026	~~~	~~~
1.05.02_0.95	0.569	0.554	~~~	0.553	~~~	-0.962	-1.074	~~~	-1.100	~~~	-1.120	~~~	-0.482	-0.480	-0.553	-0.521	~~~	~~~	-0.573	-0.528	~~~	~~~	-0.587	-0.533	~~~	~~~	-0.949	-0.838	~~~	~~~
1.05.02_1.00	0.316	0.307	0.312	0.306	0.306	-0.783	-0.865	-0.831	-0.884	-0.891	-0.898	-0.898	-0.391	-0.392	-0.443	-0.422	-0.424	-0.407	-0.457	-0.427	-0.462	-0.429	-0.467	-0.431	-0.468	-0.430	-0.775	-0.684	-0.820	-0.717
1.05.02_1.05	0.158	0.152	~~~	0.151	~~~	-0.638	-0.698	~~~	-0.712	~~~	-0.722	~~~	-0.318	-0.320	-0.355	-0.343	~~~	~~~	-0.365	-0.347	~~~	~~~	-0.373	-0.349	~~~	~~~	-0.633	-0.558	~~~	~~~
1.05.02_1.10	0.060	0.056	~~~	0.055	~~~	-0.521	-0.564	~~~	-0.574	~~~	-0.582	~~~	-0.259	-0.262	-0.285	-0.279	~~~	~~~	-0.293	-0.282	~~~	~~~	-0.298	-0.284	~~~	~~~	-0.517	-0.455	~~~	~~~
1.05.02_1.25	-0.048	-0.052	~~~	-0.052	~~~	-0.286	-0.303	~~~	-0.308	~~~	-0.311	~~~	-0.141	-0.146	-0.151	-0.152	~~~	~~~	-0.154	-0.154	~~~	~~~	-0.157	-0.155	~~~	~~~	-0.284	-0.249	~~~	~~~
1.05.02_1.50	-0.052	-0.055	~~~	-0.055	~~~	-0.113	-0.117	~~~	-0.118	~~~	-0.120	~~~	-0.055	-0.058	-0.057	-0.060	~~~	~~~	-0.058	-0.060	~~~	~~~	-0.059	-0.061	~~~	~~~	-0.111	-0.097	~~~	~~~
1.05.02_2.00	-0.022	-0.024	~~~	-0.023	~~~	-0.024	-0.024	~~~	-0.024	~~~	-0.025	~~~	-0.011	-0.012	-0.012	-0.013	~~~	~~~	-0.012	-0.013	~~~	~~~	-0.012	-0.013	~~~	~~~	-0.022	-0.020	~~~	~~~
1.06.01_0.80	21.551	21.531	21.535	21.513	21.509	-21.358	-23.126	-22.988	-23.620	-23.799	-23.980	-23.987	-11.031	-10.327	-12.140	-10.986	-12.052	-10.936	-12.500	-11.120	-12.644	-11.156	-12.763	-11.217	-12.794	-11.193	-16.388	-13.758	-17.898	-14.901
1.06.01_0.85	14.201	14.228	~~~	14.216	~~~	-17.473	-18.750	~~~	-19.111	~~~	-19.374	~~~	-9.017	-8.456	-9.809	-8.942	~~~	~~~	-10.069	-9.042	~~~	~~~	-10.259	-9.114	~~~	~~~	-13.484	-11.305	~~~	~~~
1.06.01_0.90	9.337	9.375	~~~	9.368	~~~	-14.321	-15.237	~~~	-15.500	~~~	-15.691	~~~	-7.382	-6.938	-7.942	-7.295	~~~	~~~	-8.130	-7.370	~~~	~~~	-8.266	-7.425	~~~	~~~	-11.102	-9.292	~~~	~~~
1.06.01_0.95	6.138	6.168	~~~	6.164	~~~	-11.759	-12.413	~~~	-12.603	~~~	-12.742	~~~	-6.054	-5.705	-6.448	-5.965	~~~	~~~	-6.581	-6.022	~~~	~~~	-6.679	-6.063	~~~	~~~	-9.149	-7.644	~~~	~~~
1.06.01_1.00	4.046	4.062	4.060	4.060	4.059	-9.674	-10.139	-10.068	-10.276	-10.323	-10.376	-10.372	-4.974	-4.700	-5.249	-4.890	-5.206	-4.862	-5.343	-4.932	-5.379	-4.943	-5.412	-4.963	-5.417	-4.955	-7.548	-6.294	-7.880	-6.497
1.06.01_1.05	2.682	2.685	~~~	2.684	~~~	-7.975	-8.305	~~~	-8.403	~~~	-8.474	~~~	-4.096	-3.879	-4.286	-4.019	~~~	~~~	-4.353	-4.050	~~~	~~~	-4.401	-4.073	~~~	~~~	-6.236	-5.190	~~~	~~~
1.06.01_1.10	1.796	1.789	~~~	1.789	~~~	-6.590	-6.824	~~~	-6.894	~~~	-6.944	~~~	-3.380	-3.209	-3.512	-3.312	~~~	~~~	-3.558	-3.335	~~~	~~~	-3.592	-3.352	~~~	~~~	-5.160	-4.288	~~~	~~~
1.06.01_1.25	0.607	0.589	~~~	0.589	~~~	-3.778	-3.864	~~~	-3.886	~~~	-3.902	~~~	-1.934	-1.844	-1.977	-1.887	~~~	~~~	-1.990	-1.896	~~~	~~~	-2.000	-1.902	~~~	~~~	-2.962	-2.452	~~~	~~~
1.06.01_1.50	0.195	0.183	~~~	0.182	~~~	-1.598	-1.616	~~~	-1.617	~~~	-1.619	~~~	-0.820	-0.779	-0.825	-0.791	~~~	~~~	-0.825	-0.792	~~~	~~~	-0.825	-0.794	~~~	~~~	-1.250	-1.033	~~~	~~~
1.06.01_2.00	0.075	0.071	~~~	0.071	~~~	-0.376	-0.374	~~~	-0.373	~~~	-0.373	~~~	-0.196	-0.180	-0.193	-0.181	~~~	~~~	-0.192	-0.181	~~~	~~~	-0.192	-0.181	~~~	~~~	-0.295	-0.244	~~~	~~~
1.06.08_0.80	12.279	12.197	12.204	12.183	12.180	-11.366	-12.457	-12.282	-12.737	-12.836	-12.941	-12.940	-5.818	-5.549	-6.522	-5.935	-6.412	-5.870	-6.734	-6.003	-6.816	-6.020	-6.889	-6.052	-6.902	-6.038	-10.012	-8.572	-10.901	-9.244
1.06.08_0.85	8.176	8.136	~~~	8.126	~~~	-9.470	-10.274	~~~	-10.481	~~~	-10.632	~~~	-4.842	-4.627	-5.356	-4.917	~~~	~~~	-5.512	-4.969	~~~	~~~	-5.625	-5.006	~~~	~~~	-8.381	-7.163	~~~	~~~
1.06.08_0.90	5.412	5.398	~~~	5.391	~~~	-7.898	-8.488	~~~	-8.641	~~~	-8.753	~~~	-4.034	-3.864	-4.407	-4.081	~~~	~~~	-4.521	-4.120	~~~	~~~	-4.604	-4.149	~~~	~~~	-7.016	-5.986	~~~	~~~
1.06.08_0.95	3.562	3.560	~~~	3.555	~~~	-6.595	-7.026	~~~	-7.140	~~~	-7.222	~~~	-3.364	-3.231	-3.633	-3.393	~~~	~~~	-3.716	-3.423	~~~	~~~	-3.777	-3.446	~~~	~~~	-5.875	-5.004	~~~	~~~
1.06.08_1.00	2.329	2.332	2.334	2.329	2.328	-5.514	-5.829	-5.727	-5.912	-5.941	-5.974	-5.970	-2.808	-2.706	-3.002	-2.827	-2.941	-2.786	-3.062	-2.850	-3.085	-2.856	-3.107	-2.867	-3.109	-2.862	-4.921	-4.184	-5.104	-4.290
1.06.08_1.05	1.511	1.515	~~~	1.513	~~~	-4.617	-4.847	~~~	-4.908	~~~	-4.954	~~~	-2.348	-2.270	-2.487	-2.360	~~~	~~~	-2.531	-2.378	~~~	~~~	-2.563	-2.391	~~~	~~~	-4.125	-3.502	~~~	~~~
1.06.08_1.10	0.971	0.974	~~~	0.973	~~~	-3.873	-4.040	~~~	-4.086	~~~	-4.119	~~~	-1.965	-1.908	-2.066	-1.975	~~~	~~~	-2.098	-1.988	~~~	~~~	-2.121	-1.998	~~~	~~~	-3.461	-2.934	~~~	~~~
1.06.08_1.25	0.231	0.233	~~~	0.233	~~~	-2.315	-2.382	~~~	-2.399	~~~	-2.412	~~~	-1.168	-1.147	-1.206	-1.175	~~~	~~~	-1.218	-1.181	~~~	~~~	-1.226	-1.186	~~~	~~~	-2.063	-1.743	~~~	~~~
1.06.08_1.50	-0.006	-0.003	~~~	-0.003	~~~	-1.036	-1.054	~~~	-1.057	~~~	-1.059	~~~	-0.519	-0.517	-0.528	-0.526	~~~	~~~	-0.530	-0.527	~~~	~~~	-0.531	-0.528	~~~	~~~	-0.913	-0.770	~~~	~~~
1.06.08_2.00	-0.011	-0.010	~~~	-0.010	~~~	-0.263	-0.265	~~~	-0.265	~~~	-0.265	~~~	-0.131	-0.132	-0.132	-0.133	~~~	~~~	-0.132	-0.133	~~~	~~~	-0.132	-0.133	~~~	~~~	-0.227	-0.191	~~~	~~~
1.06.15_0.80	6.554	6.468	6.480	6.458	6.456	-5.472	-6.184	-6.057	-6.356	-6.413	-6.482	-6.473	-2.684	-2.788	-3.147	-3.038	-3.068	-2.989	-3.277	-3.079	-3.324	-3.089	-3.372	-3.110	-3.374	-3.099	-5.192	-4.461	-5.802	-4.945
1.06.15_0.85	4.392	4.338	~~~	4.331	~~~	-4.558	-5.098	~~~	-5.227	~~~	-5.320	~~~	-2.244	-2.315	-2.590	-2.508	~~~	~~~	-2.687	-2.540	~~~	~~~	-2.757	-2.563	~~~	~~~	-4.364	-3.744	~~~	~~~
1.06.15_0.90	2.921	2.889	~~~	2.884	~~~	-3.802	-4.209	~~~	-4.306	~~~	-4.376	~~~	-1.877	-1.925	-2.136	-2.074	~~~	~~~	-2.207	-2.098	~~~	~~~	-2.259	-2.116	~~~	~~~	-3.666	-3.142	~~~	~~~
1.06.15_0.95	1.928	1.910	~~~	1.906	~~~	-3.175	-3.482	~~~	-3.554	~~~	-3.606	~~~	-1.572	-1.604	-1.764	-1.718	~~~	~~~	-1.817	-1.737	~~~	~~~	-1.855	-1.751	~~~	~~~	-3.080	-2.637	~~~	~~~
1.06.15_1.00	1.262	1.251	1.254	1.249	1.248	-2.656	-2.887	-2.804	-2.940	-2.957	-2.979	-2.975	-1.317	-1.338	-1.460	-1.426	-1.412	-1.392	-1.499	-1.441	-1.513	-1.444	-1.528	-1.452	-1.527	-1.448	-2.587	-2.214	-2.728	-2.310
1.06.15_1.05	0.817	0.811	~~~	0.810	~~~	-2.225	-2.399	~~~	-2.439	~~~	-2.468	~~~	-1.105	-1.120	-1.211	-1.187	~~~	~~~	-1.240	-1.199	~~~	~~~	-1.261	-1.207	~~~	~~~	-2.175	-1.859	~~~	~~~
1.06.15_1.10	0.522	0.518	~~~	0.518	~~~	-1.868	-1.998	~~~	-2.028	~~~	-2.050	~~~	-0.929	-0.939	-1.008	-0.991	~~~	~~~	-1.029	-1.000	~~~	~~~	-1.044	-1.006	~~~	~~~	-1.830	-1.563	~~~	~~~
1.06.15_1.25	0.118	0.117	~~~	0.118	~~~	-1.121	-1.177	~~~	-1.190	~~~	-1.199	~~~	-0.558	-0.563	-0.590	-0.587	~~~	~~~	-0.599	-0.591	~~~	~~~	-0.605	-0.594	~~~	~~~	-1.100	-0.938	~~~	~~~
1.06.15_1.50	-0.009	-0.008	~~~	-0.008	~~~	-0.508	-0.523	~~~	-0.526	~~~	-0.528	~~~	-0.252	-0.256	-0.260	-0.262	~~~	~~~	-0.262	-0.264	~~~	~~~	-0.264	-0.264	~~~	~~~	-0.493	-0.420	~~~	~~~
1.06.15_2.00	-0.009	-0.009	~~~	-0.009	~~~	-0.132	-0.134	~~~	-0.135	~~~	-0.135	~~~	-0.065	-0.067	-0.066	-0.068	~~~	~~~	-0.067	-0.068	~~~	~~~	-0.067	-0.068	~~~	~~~	-0.125	-0.106	~~~	~~~
1.06.17_0.80	9.491	9.412	9.414	9.405	9.403	-8.208	-9.278	-9.151	-9.558	-9.659	-9.762	-9.766	-4.075	-4.134	-4.775	-4.503	-4.695	-4.456	-4.987	-4.571	-5.070	-4.590	-5.141	-4.621	-5.156	-4.609	-6.955	-5.912	-7.878	-6.657
1.06.17_0.85	5.936	5.902	~~~	5.896	~~~	-6.680	-7.483	~~~	-7.692	~~~	-7.845	~~~	-3.299	-3.381	-3.821	-3.662	~~~	~~~	-3.978	-3.714	~~~	~~~	-4.092	-3.752	~~~	~~~	-5.691	-4.828	~~~	~~~
1.06.17_0.90	3.598	3.595	~~~	3.590	~~~	-5.440	-6.041	~~~	-6.197	~~~	-6.311	~~~	-2.672	-2.768	-3.060	-2.981	~~~	~~~	-3.176	-3.021	~~~	~~~	-3.261	-3.050	~~~	~~~	-4.655	-3.939	~~~	~~~
1.06.17_0.95	2.084	2.098	~~~	2.095	~~~	-4.434	-4.884	~~~	-5.000	~~~	-5.086	~~~	-2.166	-2.268	-2.454	-2.430	~~~	~~~	-2.540	-2.460	~~~	~~~	-2.603	-2.483	~~~	~~~	-3.806	-3.213	~~~	~~~
1.06.17_1.00	1.119	1.141	1.141	1.139	1.140	-3.618	-3.955	-3.875	-4.042	-4.073	-4.106	-4.104	-1.757	-1.861	-1.971	-1.984	-1.923	-1.952	-2.035	-2.007	-2.059	-2.014	-2.082	-2.025	-2.084	-2.020	-3.112	-2.621	-3.352	-2.803
1.06.17_1.05	0.516	0.540	~~~	0.539	~~~	-2.957	-3.210	~~~	-3.276	~~~	-3.324	~~~	-1.427	-1.530	-1.587	-1.623	~~~	~~~	-1.635	-1.641	~~~	~~~	-1.669	-1.654	~~~	~~~	-2.545	-2.139	~~~	~~~
1.06.17_1.10	0.148	0.172	~~~	0.172	~~~	-2.420	-2.612	~~~	-2.661	~~~	-2.698	~~~	-1.160	-1.260	-1.281	-1.331	~~~	~~~	-1.317	-1.345	~~~	~~~	-1.343	-1.355	~~~	~~~	-2.083	-1.747	~~~	~~~
1.06.17_1.25	-0.250	-0.232	~~~	-0.229	~~~	-1.346	-1.434	~~~	-1.455	~~~	-1.471	~~~	-0.632	-0.714	-0.687	-0.746	~~~	~~~	-0.702	-0.753	~~~	~~~	-0.714	-0.758	~~~	~~~	-1.152	-0.961	~~~	~~~
1.06.17_1.50	-0.229	-0.218	~~~	-0.216	~~~	-0.540	-0.570	~~~	-0.576	~~~	-0.580	~~~	-0.245	-0.296	-0.264	-0.306	~~~	~~~	-0.268	-0.308	~~~	~~~	-0.272	-0.309	~~~	~~~	-0.452	-0.375	~~~	~~~
1.06.17_2.00	-0.080	-0.077	~~~	-0.077	~~~	-0.116	-0.122	~~~	-0.123	~~~	-0.124	~~~	-0.049	-0.067	-0.053	-0.068	~~~	~~~	-0.054	-0.069	~~~	~~~	-0.055	-0.069	~~~	~~~	-0.092	-0.075	~~~	~~~
1.06.22_0.80	16.694	16.629	16.633	16.611	16.607	-16.752	-18.404	-18.336	-18.894	-19.073	-19.252	-19.260	-8.484	-8.268	-9.516	-8.888	-9.474	-8.862	-9.871	-9.023	-10.013	-9.060	-10.130	-9.122	-10.162	-9.098	-12.201	-10.100	-13.669	-11.258
1.06.22_0.85	10.682	10.683	~~~	10.671	~~~	-13.674	-14.920	~~~	-15.283	~~~	-15.548	~~~	-6.916	-6.758	-7.684	-7.236	~~~	~~~	-7.944	-7.339	~~~	~~~	-8.133	-7.414	~~~	~~~	-9.993	-8.266	~~~	~~~
1.06.22_0.90	6.744	6.780	~~~	6.773	~~~	-11.175	-12.116	~~~	-12.383	~~~	-12.578	~~~	-5.643	-5.532	-6.215	-5.901	~~~	~~~	-6.404	-5.979	~~~	~~~	-6.542	-6.035	~~~	~~~	-8.191	-6.766	~~~	~~~
1.06.22_0.95	4.194	4.243	~~~	4.240	~~~	-9.146	-9.858	~~~	-10.054	~~~	-10.197	~~~	-4.611	-4.535	-5.038	-4.820	~~~	~~~	-5.175	-4.879	~~~	~~~	-5.275	-4.922	~~~	~~~	-6.720	-5.542	~~~	~~~
1.06.22_1.00	2.561	2.610	2.611	2.608	2.608	-7.498	-8.039	-8.002	-8.183	-8.235	-8.287	-8.290	-3.773	-3.724	-4.094	-3.946	-4.072	-3.930	-4.193	-3.990	-4.232	-4.002	-4.265	-4.022	-4.274	-4.016	-5.519	-4.544	-5.969	-4.872
1.06.22_1.05	1.525	1.568	~~~	1.568	~~~	-6.158	-6.572	~~~	-6.677	~~~	-6.753	~~~	-3.094	-3.065	-3.335	-3.236	~~~	~~~	-3.407	-3.270	~~~	~~~	-3.459	-3.294	~~~	~~~	-4.539	-3.731	~~~	~~~
1.06.22_1.10	0.874	0.910	~~~	0.912	~~~	-5.069	-5.386	~~~	-5.463	~~~	-5.520	~~~	-2.541	-2.528	-2.725	-2.661	~~~	~~~	-2.777	-2.687	~~~	~~~	-2.814	-2.705	~~~	~~~	-3.739	-3.068	~~~	~~~
1.06.22_1.25	0.072	0.093	~~~	0.096	~~~	-2.871	-3.018	~~~	-3.050	~~~	-3.074	~~~	-1.430	-1.441	-1.514	-1.504	~~~	~~~	-1.535	-1.516	~~~	~~~	-1.550	-1.524	~~~	~~~	-2.116	-1.729	~~~	~~~
1.06.22_1.50	-0.111	-0.101	~~~	-0.101	~~~	-1.182	-1.228	~~~	-1.238	~~~	-1.245	~~~	-0.582	-0.600	-0.609	-0.620	~~~	~~~	-0.615	-0.624	~~~	~~~	-0.619	-0.626	~~~	~~~	-0.862	-0.702	~~~	~~~
1.06.22_2.00	-0.087	-0.080	~~~	-0.080	~~~	-0.248	-0.259	~~~	-0.261	~~~	-0.263	~~~	-0.117	-0.131	-0.124	-0.135	~~~	~~~	-0.126	-0.136	~~~	~~~	-0.127	-0.136	~~~	~~~	-0.174	-0.140	~~~	~~~
1.06.29_0.80	8.847	8.812	8.816	8.801	8.799	-7.564	-8.470	-8.329	-8.701	-8.780	-8.870	-8.863	-3.879	-3.684	-4.444	-4.026	-4.357	-3.972	-4.612	-4.089	-4.675	-4.105	-4.734	-4.135	-4.741	-4.122	-6.542	-5.627	-7.285	-6.194
1.06.29_0.85	5.850	5.846	~~~	5.838	~~~	-6.125	-6.794	~~~	-6.963	~~~	-7.087	~~~	-3.148	-2.977	-3.559	-3.235	~~~	~~~	-3.681	-3.282	~~~	~~~	-3.770	-3.317	~~~	~~~	-5.343	-4.589	~~~	~~~
1.06.29_0.90	3.835	3.844	~~~	3.839	~~~	-4.960	-5.452	~~~	-5.576	~~~	-5.666	~~~	-2.553	-2.408	-2.850	-2.602	~~~	~~~	-2.938	-2.638	~~~	~~~	-3.002	-2.664	~~~	~~~	-4.359	-3.737	~~~	~~~
1.06.29_0.95	2.491	2.504	~~~	2.500	~~~	-4.019	-4.380	~~~	-4.470	~~~	-4.535	~~~	-2.069	-1.950	-2.284	-2.096	~~~	~~~	-2.346	-2.123	~~~	~~~	-2.392	-2.143	~~~	~~~	-3.553	-3.041	~~~	~~~
1.06.29_1.00	1.602	1.613	1.612	1.611	1.610	-3.259	-3.524	-3.443	-3.589	-3.610	-3.636	-3.633	-1.677	-1.582	-1.832	-1.692	-1.784	-1.659	-1.876	-1.713	-1.892	-1.718	-1.908	-1.728	-1.910	-1.723	-2.894	-2.473	-3.056	-2.575
1.06.29_1.05	1.019	1.024	~~~	1.023	~~~	-2.646	-2.840	~~~	-2.887	~~~	-2.922	~~~	-1.360	-1.286	-1.471	-1.369	~~~	~~~	-1.503	-1.385	~~~	~~~	-1.526	-1.396	~~~	~~~	-2.358	-2.011	~~~	~~~
1.06.29_1.10	0.638	0.639	~~~	0.638	~~~	-2.153	-2.295	~~~	-2.329	~~~	-2.354	~~~	-1.105	-1.048	-1.184	-1.111	~~~	~~~	-1.207	-1.122	~~~	~~~	-1.223	-1.131	~~~	~~~	-1.922	-1.637	~~~	~~~
1.06.29_1.25	0.127	0.123	~~~	0.124	~~~	-1.176	-1.234	~~~	-1.248	~~~	-1.257	~~~	-0.599	-0.577	-0.629	-0.605	~~~	~~~	-0.637	-0.610	~~~	~~~	-0.643	-0.614	~~~	~~~	-1.051	-0.892	~~~	~~~
1.06.29_1.50	-0.025	-0.027	~~~	-0.027	~~~	-0.462	-0.476	~~~	-0.480	~~~	-0.482	~~~	-0.232	-0.230	-0.239	-0.238	~~~	~~~	-0.240	-0.239	~~~	~~~	-0.242	-0.241	~~~	~~~	-0.408	-0.345	~~~	~~~
