# Interaction energies and their componets in kcal/mol
# Prefix corr_ denotes the correlation enegy term only
# Suffixes _os and _ss denote the other-spin and same-spin components of the correlation energy
system	HF/aDZ	HF/aTZ	HF/haTZ	HF/aQZ	HF/a5Z	corr_MP2/aDZ	corr_MP2/aTZ	corr_MP2/haTZ	corr_MP2/aQZ	corr_MP2/a5Z	corr_MP2/CBS(aTQZ)	corr_MP2/CBS(aQ5Z)	corr_MP2_os/aDZ	corr_MP2_ss/aDZ	corr_MP2_os/aTZ	corr_MP2_ss/aTZ	corr_MP2_os/haTZ	corr_MP2_ss/haTZ	corr_MP2_os/aQZ	corr_MP2_ss/aQZ	corr_MP2_os/a5Z	corr_MP2_ss/a5Z	corr_MP2_os/CBS(aTQZ)	corr_MP2_ss/CBS(aTQZ)	corr_MP2_os/CBS(aQ5Z)	corr_MP2_ss/CBS(aQ5Z)	corr_CCSD(T)/aDZ	corr_CCSD/aDZ	corr_CCSD(T)/haTZ	corr_CCSD/haTZ
1.2.07_200	0.094	0.096	~~~	0.094	~~~	-0.13	-0.132	~~~	-0.128	~~~	-0.126	~~~	-0.069	-0.061	-0.07	-0.062	~~~	~~~	-0.067	-0.061	~~~	~~~	-0.064	-0.061	~~~	~~~	-0.122	-0.102	~~~	~~~
1.2.08_080	17.646	16.522	16.52	15.796	15.135	-16.978	-21.958	-21.86	-23.892	-24.697	-25.303	-25.542	-6.062	-10.916	-9.235	-12.724	-9.179	-12.681	-10.776	-13.116	-11.441	-13.256	-11.9	-13.403	-12.139	-13.402	-8.645	-6.364	-13.92	-10.957
1.2.08_085	9.311	8.98	~~~	8.481	~~~	-17.778	-21.801	~~~	-23.324	~~~	-24.436	~~~	-7.331	-10.446	-9.865	-11.936	~~~	~~~	-11.072	-12.252	~~~	~~~	-11.954	-12.482	~~~	~~~	-10.382	-7.739	~~~	~~~
1.2.08_090	3.994	4.154	~~~	3.797	~~~	-17.228	-20.443	~~~	-21.635	~~~	-22.506	~~~	-7.637	-9.592	-9.641	-10.802	~~~	~~~	-10.579	-11.056	~~~	~~~	-11.264	-11.242	~~~	~~~	-10.987	-8.216	~~~	~~~
1.2.08_095	0.609	1.056	~~~	0.79	~~~	-15.724	-18.263	~~~	-19.192	~~~	-19.871	~~~	-7.232	-8.492	-8.802	-9.461	~~~	~~~	-9.526	-9.666	~~~	~~~	-10.054	-9.816	~~~	~~~	-10.708	-8.014	~~~	~~~
1.2.08_100	-1.496	-0.89	-0.882	-1.094	-1.238	-13.744	-15.732	-15.679	-16.454	-16.766	-16.982	-17.093	-6.438	-7.307	-7.659	-8.073	-7.631	-8.048	-8.216	-8.239	-8.464	-8.302	-8.622	-8.359	-8.725	-8.368	-9.864	-7.392	-11.865	-8.975
1.2.08_105	-2.735	-2.055	~~~	-2.208	~~~	-11.667	-13.216	~~~	-13.777	~~~	-14.186	~~~	-5.512	-6.155	-6.458	-6.758	~~~	~~~	-6.886	-6.891	~~~	~~~	-7.198	-6.988	~~~	~~~	-8.738	-6.568	~~~	~~~
1.2.08_110	-3.384	-2.687	~~~	-2.798	~~~	-9.723	-10.926	~~~	-11.361	~~~	-11.679	~~~	-4.612	-5.111	-5.343	-5.583	~~~	~~~	-5.671	-5.69	~~~	~~~	-5.91	-5.768	~~~	~~~	-7.535	-5.691	~~~	~~~
1.2.08_125	-3.463	-2.901	~~~	-2.932	~~~	-5.384	-5.956	~~~	-6.156	~~~	-6.303	~~~	-2.571	-2.813	-2.912	-3.044	~~~	~~~	-3.058	-3.098	~~~	~~~	-3.165	-3.138	~~~	~~~	-4.445	-3.435	~~~	~~~
1.2.08_150	-2.046	-1.798	~~~	-1.79	~~~	-2.062	-2.244	~~~	-2.3	~~~	-2.341	~~~	-1.002	-1.06	-1.106	-1.139	~~~	~~~	-1.144	-1.156	~~~	~~~	-1.172	-1.169	~~~	~~~	-1.763	-1.419	~~~	~~~
1.2.08_200	-0.588	-0.527	~~~	-0.527	~~~	-0.425	-0.452	~~~	-0.46	~~~	-0.465	~~~	-0.21	-0.216	-0.224	-0.228	~~~	~~~	-0.229	-0.231	~~~	~~~	-0.232	-0.233	~~~	~~~	-0.354	-0.296	~~~	~~~
1.3.01_080	8.171	8.154	8.159	7.937	7.802	-3.58	-5.06	-5.02	-5.488	-5.651	-5.8	-5.823	-1.284	-2.296	-2.267	-2.793	-2.244	-2.776	-2.576	-2.912	-2.706	-2.945	-2.801	-2.998	-2.843	-2.98	-3.06	-2.434	-4.563	-3.777
1.3.01_085	3.725	3.839	~~~	3.701	~~~	-2.845	-3.922	~~~	-4.229	~~~	-4.453	~~~	-1.046	-1.799	-1.756	-2.166	~~~	~~~	-1.974	-2.255	~~~	~~~	-2.133	-2.32	~~~	~~~	-2.531	-2.032	~~~	~~~
1.3.01_090	1.175	1.333	~~~	1.248	~~~	-2.27	-3.053	~~~	-3.273	~~~	-3.434	~~~	-0.854	-1.416	-1.366	-1.686	~~~	~~~	-1.52	-1.753	~~~	~~~	-1.632	-1.802	~~~	~~~	-2.092	-1.692	~~~	~~~
1.3.01_095	-0.216	-0.059	~~~	-0.111	~~~	-1.817	-2.387	~~~	-2.545	~~~	-2.661	~~~	-0.698	-1.12	-1.068	-1.32	~~~	~~~	-1.176	-1.37	~~~	~~~	-1.255	-1.406	~~~	~~~	-1.725	-1.403	~~~	~~~
1.3.01_100	-0.919	-0.783	-0.783	-0.814	-0.85	-1.456	-1.875	-1.848	-1.989	-2.022	-2.072	-2.057	-0.567	-0.889	-0.838	-1.038	-0.822	-1.026	-0.914	-1.076	-0.939	-1.083	-0.969	-1.103	-0.966	-1.09	-1.417	-1.158	-1.814	-1.502
1.3.01_105	-1.226	-1.116	~~~	-1.136	~~~	-1.167	-1.479	~~~	-1.561	~~~	-1.621	~~~	-0.459	-0.708	-0.659	-0.82	~~~	~~~	-0.712	-0.849	~~~	~~~	-0.751	-0.87	~~~	~~~	-1.16	-0.95	~~~	~~~
1.3.01_110	-1.313	-1.229	~~~	-1.241	~~~	-0.934	-1.171	~~~	-1.23	~~~	-1.273	~~~	-0.369	-0.566	-0.519	-0.652	~~~	~~~	-0.557	-0.673	~~~	~~~	-0.584	-0.689	~~~	~~~	-0.945	-0.776	~~~	~~~
1.3.01_125	-1.096	-1.058	~~~	-1.062	~~~	-0.478	-0.591	~~~	-0.613	~~~	-0.629	~~~	-0.184	-0.294	-0.256	-0.335	~~~	~~~	-0.268	-0.345	~~~	~~~	-0.277	-0.352	~~~	~~~	-0.504	-0.414	~~~	~~~
1.3.01_150	-0.618	-0.603	~~~	-0.606	~~~	-0.154	-0.196	~~~	-0.201	~~~	-0.204	~~~	-0.05	-0.105	-0.077	-0.119	~~~	~~~	-0.079	-0.122	~~~	~~~	-0.081	-0.124	~~~	~~~	-0.174	-0.142	~~~	~~~
1.3.01_200	-0.225	-0.221	~~~	-0.222	~~~	-0.007	-0.019	~~~	-0.019	~~~	-0.019	~~~	0.008	-0.014	-0.001	-0.017	~~~	~~~	-0.001	-0.018	~~~	~~~	-0.001	-0.018	~~~	~~~	-0.016	-0.012	~~~	~~~
1.3.02_080	15.282	15.195	15.203	14.836	14.626	-8.238	-10.734	-10.686	-11.634	-12.011	-12.291	-12.406	-3.011	-5.227	-4.602	-6.132	-4.574	-6.112	-5.278	-6.356	-5.578	-6.433	-5.772	-6.519	-5.893	-6.513	-5.746	-4.161	-8.262	-6.314
1.3.02_085	8.44	8.668	~~~	8.406	~~~	-6.77	-8.708	~~~	-9.385	~~~	-9.879	~~~	-2.56	-4.211	-3.787	-4.921	~~~	~~~	-4.289	-5.096	~~~	~~~	-4.655	-5.224	~~~	~~~	-4.948	-3.65	~~~	~~~
1.3.02_090	4.023	4.407	~~~	4.226	~~~	-5.472	-6.963	~~~	-7.473	~~~	-7.845	~~~	-2.115	-3.357	-3.052	-3.91	~~~	~~~	-3.425	-4.048	~~~	~~~	-3.697	-4.148	~~~	~~~	-4.155	-3.116	~~~	~~~
1.3.02_095	1.285	1.726	~~~	1.608	~~~	-4.404	-5.542	~~~	-5.927	~~~	-6.208	~~~	-1.733	-2.671	-2.443	-3.099	~~~	~~~	-2.72	-3.206	~~~	~~~	-2.923	-3.285	~~~	~~~	-3.454	-2.628	~~~	~~~
1.3.02_100	-0.326	0.112	0.114	0.039	0.001	-3.548	-4.414	-4.373	-4.705	-4.807	-4.917	-4.914	-1.419	-2.13	-1.954	-2.46	-1.931	-2.442	-2.161	-2.544	-2.241	-2.566	-2.312	-2.605	-2.324	-2.59	-2.861	-2.205	-3.703	-2.896
1.3.02_105	-1.207	-0.805	~~~	-0.847	~~~	-2.869	-3.528	~~~	-3.747	~~~	-3.907	~~~	-1.164	-1.705	-1.567	-1.961	~~~	~~~	-1.721	-2.026	~~~	~~~	-1.833	-2.074	~~~	~~~	-2.367	-1.845	~~~	~~~
1.3.02_110	-1.63	-1.277	~~~	-1.301	~~~	-2.328	-2.833	~~~	-2.998	~~~	-3.119	~~~	-0.956	-1.372	-1.261	-1.572	~~~	~~~	-1.376	-1.622	~~~	~~~	-1.46	-1.659	~~~	~~~	-1.958	-1.541	~~~	~~~
1.3.02_125	-1.676	-1.464	~~~	-1.465	~~~	-1.272	-1.512	~~~	-1.583	~~~	-1.635	~~~	-0.533	-0.739	-0.674	-0.838	~~~	~~~	-0.721	-0.862	~~~	~~~	-0.756	-0.879	~~~	~~~	-1.109	-0.889	~~~	~~~
1.3.02_150	-0.986	-0.886	~~~	-0.886	~~~	-0.5	-0.584	~~~	-0.604	~~~	-0.618	~~~	-0.207	-0.293	-0.255	-0.328	~~~	~~~	-0.268	-0.336	~~~	~~~	-0.277	-0.341	~~~	~~~	-0.44	-0.356	~~~	~~~
1.3.02_200	-0.317	-0.279	~~~	-0.279	~~~	-0.1	-0.119	~~~	-0.122	~~~	-0.124	~~~	-0.037	-0.064	-0.048	-0.071	~~~	~~~	-0.05	-0.072	~~~	~~~	-0.052	-0.073	~~~	~~~	-0.082	-0.066	~~~	~~~
1.3.03_080	7.3	7.26	7.264	7.129	7.044	-3.571	-4.634	-4.62	-4.949	-5.066	-5.18	-5.188	-1.541	-2.03	-2.243	-2.39	-2.236	-2.384	-2.472	-2.477	-2.566	-2.5	-2.639	-2.541	-2.664	-2.524	-3.017	-2.495	-4.128	-3.465
1.3.03_085	3.522	3.577	~~~	3.502	~~~	-2.825	-3.577	~~~	-3.798	~~~	-3.959	~~~	-1.246	-1.579	-1.737	-1.84	~~~	~~~	-1.894	-1.904	~~~	~~~	-2.008	-1.951	~~~	~~~	-2.46	-2.046	~~~	~~~
1.3.03_090	1.419	1.505	~~~	1.465	~~~	-2.242	-2.773	~~~	-2.928	~~~	-3.041	~~~	-1.008	-1.233	-1.351	-1.422	~~~	~~~	-1.459	-1.469	~~~	~~~	-1.538	-1.503	~~~	~~~	-2.001	-1.672	~~~	~~~
1.3.03_095	0.299	0.385	~~~	0.365	~~~	-1.783	-2.161	~~~	-2.27	~~~	-2.35	~~~	-0.815	-0.967	-1.057	-1.104	~~~	~~~	-1.131	-1.139	~~~	~~~	-1.185	-1.164	~~~	~~~	-1.623	-1.36	~~~	~~~
1.3.03_100	-0.26	-0.188	-0.188	-0.196	-0.217	-1.42	-1.692	-1.687	-1.77	-1.79	-1.826	-1.811	-0.658	-0.762	-0.83	-0.862	-0.828	-0.859	-0.882	-0.888	-0.898	-0.892	-0.919	-0.907	-0.915	-0.897	-1.312	-1.103	-1.586	-1.328
1.3.03_105	-0.509	-0.453	~~~	-0.455	~~~	-1.133	-1.332	~~~	-1.387	~~~	-1.427	~~~	-0.53	-0.602	-0.656	-0.677	~~~	~~~	-0.691	-0.696	~~~	~~~	-0.717	-0.71	~~~	~~~	-1.058	-0.892	~~~	~~~
1.3.03_110	-0.593	-0.552	~~~	-0.55	~~~	-0.906	-1.055	~~~	-1.094	~~~	-1.122	~~~	-0.427	-0.479	-0.52	-0.535	~~~	~~~	-0.545	-0.549	~~~	~~~	-0.563	-0.56	~~~	~~~	-0.852	-0.72	~~~	~~~
1.3.03_125	-0.501	-0.484	~~~	-0.481	~~~	-0.472	-0.54	~~~	-0.555	~~~	-0.566	~~~	-0.225	-0.247	-0.267	-0.273	~~~	~~~	-0.276	-0.279	~~~	~~~	-0.282	-0.284	~~~	~~~	-0.45	-0.382	~~~	~~~
1.3.03_150	-0.262	-0.255	~~~	-0.255	~~~	-0.174	-0.198	~~~	-0.202	~~~	-0.205	~~~	-0.082	-0.092	-0.098	-0.1	~~~	~~~	-0.1	-0.102	~~~	~~~	-0.102	-0.103	~~~	~~~	-0.167	-0.143	~~~	~~~
1.3.03_200	-0.085	-0.083	~~~	-0.083	~~~	-0.031	-0.037	~~~	-0.038	~~~	-0.039	~~~	-0.014	-0.017	-0.018	-0.019	~~~	~~~	-0.019	-0.019	~~~	~~~	-0.019	-0.02	~~~	~~~	-0.031	-0.027	~~~	~~~
1.3.04_080	6.896	6.901	6.904	6.853	6.816	-4.466	-5.357	-5.319	-5.612	-5.702	-5.798	-5.796	-2.099	-2.367	-2.67	-2.687	-2.647	-2.672	-2.851	-2.761	-2.922	-2.779	-2.983	-2.815	-2.997	-2.799	-3.803	-3.184	-4.716	-3.945
1.3.04_085	3.738	3.786	~~~	3.759	~~~	-3.528	-4.145	~~~	-4.318	~~~	-4.445	~~~	-1.675	-1.854	-2.066	-2.079	~~~	~~~	-2.187	-2.131	~~~	~~~	-2.276	-2.169	~~~	~~~	-3.063	-2.565	~~~	~~~
1.3.04_090	1.945	2.003	~~~	1.988	~~~	-2.798	-3.225	~~~	-3.343	~~~	-3.429	~~~	-1.34	-1.459	-1.608	-1.617	~~~	~~~	-1.688	-1.654	~~~	~~~	-1.747	-1.682	~~~	~~~	-2.465	-2.064	~~~	~~~
1.3.04_095	0.945	1	~~~	0.991	~~~	-2.227	-2.524	~~~	-2.604	~~~	-2.662	~~~	-1.073	-1.154	-1.258	-1.266	~~~	~~~	-1.311	-1.292	~~~	~~~	-1.35	-1.312	~~~	~~~	-1.983	-1.659	~~~	~~~
1.3.04_100	0.4	0.448	0.447	0.442	0.434	-1.778	-1.986	-1.964	-2.041	-2.058	-2.08	-2.077	-0.861	-0.917	-0.99	-0.997	-0.976	-0.988	-1.024	-1.016	-1.038	-1.021	-1.05	-1.03	-1.052	-1.026	-1.595	-1.333	-1.788	-1.479
1.3.04_105	0.114	0.154	~~~	0.151	~~~	-1.425	-1.573	~~~	-1.61	~~~	-1.636	~~~	-0.693	-0.732	-0.783	-0.79	~~~	~~~	-0.806	-0.804	~~~	~~~	-0.822	-0.814	~~~	~~~	-1.284	-1.072	~~~	~~~
1.3.04_110	-0.027	0.006	~~~	0.004	~~~	-1.148	-1.254	~~~	-1.279	~~~	-1.297	~~~	-0.559	-0.589	-0.624	-0.631	~~~	~~~	-0.638	-0.641	~~~	~~~	-0.649	-0.648	~~~	~~~	-1.036	-0.864	~~~	~~~
1.3.04_125	-0.111	-0.089	~~~	-0.09	~~~	-0.621	-0.664	~~~	-0.671	~~~	-0.676	~~~	-0.303	-0.318	-0.329	-0.335	~~~	~~~	-0.332	-0.339	~~~	~~~	-0.334	-0.342	~~~	~~~	-0.557	-0.463	~~~	~~~
1.3.04_150	-0.045	-0.035	~~~	-0.036	~~~	-0.254	-0.267	~~~	-0.267	~~~	-0.266	~~~	-0.124	-0.13	-0.132	-0.135	~~~	~~~	-0.131	-0.136	~~~	~~~	-0.13	-0.136	~~~	~~~	-0.222	-0.183	~~~	~~~
1.3.04_200	0.006	0.009	~~~	0.008	~~~	-0.066	-0.068	~~~	-0.067	~~~	-0.066	~~~	-0.032	-0.034	-0.034	-0.034	~~~	~~~	-0.033	-0.034	~~~	~~~	-0.032	-0.034	~~~	~~~	-0.055	-0.045	~~~	~~~
1.3.05_080	10.83	10.912	10.918	10.684	10.582	-6.223	-7.824	-7.81	-8.37	-8.594	-8.768	-8.829	-2.642	-3.581	-3.663	-4.162	-3.655	-4.155	-4.065	-4.305	-4.243	-4.351	-4.359	-4.409	-4.43	-4.399	-4.456	-3.485	-6.1	-4.87
1.3.05_085	5.68	5.909	~~~	5.762	~~~	-4.93	-6.122	~~~	-6.517	~~~	-6.806	~~~	-2.139	-2.792	-2.888	-3.234	~~~	~~~	-3.175	-3.343	~~~	~~~	-3.384	-3.422	~~~	~~~	-3.661	-2.9	~~~	~~~
1.3.05_090	2.602	2.881	~~~	2.795	~~~	-3.902	-4.784	~~~	-5.072	~~~	-5.282	~~~	-1.725	-2.177	-2.272	-2.512	~~~	~~~	-2.477	-2.594	~~~	~~~	-2.627	-2.655	~~~	~~~	-2.987	-2.393	~~~	~~~
1.3.05_095	0.842	1.117	~~~	1.071	~~~	-3.098	-3.749	~~~	-3.959	~~~	-4.112	~~~	-1.394	-1.704	-1.792	-1.958	~~~	~~~	-1.939	-2.02	~~~	~~~	-2.046	-2.066	~~~	~~~	-2.431	-1.967	~~~	~~~
1.3.05_100	-0.11	0.136	0.137	0.115	0.094	-2.47	-2.952	-2.945	-3.105	-3.153	-3.216	-3.204	-1.128	-1.342	-1.419	-1.534	-1.415	-1.53	-1.524	-1.581	-1.561	-1.592	-1.601	-1.616	-1.6	-1.603	-1.977	-1.613	-2.463	-1.999
1.3.05_105	-0.581	-0.375	~~~	-0.381	~~~	-1.978	-2.338	~~~	-2.449	~~~	-2.531	~~~	-0.915	-1.063	-1.129	-1.209	~~~	~~~	-1.204	-1.245	~~~	~~~	-1.26	-1.271	~~~	~~~	-1.608	-1.32	~~~	~~~
1.3.05_110	-0.779	-0.611	~~~	-0.609	~~~	-1.591	-1.862	~~~	-1.944	~~~	-2.003	~~~	-0.743	-0.848	-0.902	-0.96	~~~	~~~	-0.957	-0.987	~~~	~~~	-0.997	-1.006	~~~	~~~	-1.307	-1.08	~~~	~~~
1.3.05_125	-0.734	-0.647	~~~	-0.641	~~~	-0.851	-0.976	~~~	-1.009	~~~	-1.034	~~~	-0.404	-0.447	-0.476	-0.5	~~~	~~~	-0.497	-0.512	~~~	~~~	-0.513	-0.521	~~~	~~~	-0.708	-0.591	~~~	~~~
1.3.05_150	-0.39	-0.348	~~~	-0.348	~~~	-0.334	-0.377	~~~	-0.386	~~~	-0.393	~~~	-0.159	-0.175	-0.184	-0.193	~~~	~~~	-0.19	-0.197	~~~	~~~	-0.194	-0.199	~~~	~~~	-0.273	-0.23	~~~	~~~
1.3.05_200	-0.116	-0.101	~~~	-0.1	~~~	-0.073	-0.084	~~~	-0.085	~~~	-0.086	~~~	-0.034	-0.039	-0.04	-0.043	~~~	~~~	-0.042	-0.044	~~~	~~~	-0.042	-0.044	~~~	~~~	-0.056	-0.048	~~~	~~~
1.3.06_080	6.046	6.16	6.161	6.04	5.959	-2.961	-4.064	-4.061	-4.384	-4.502	-4.617	-4.627	-1.167	-1.794	-1.889	-2.175	-1.888	-2.173	-2.112	-2.272	-2.204	-2.298	-2.274	-2.343	-2.301	-2.326	-2.586	-2.091	-3.76	-3.12
1.3.06_085	2.664	2.826	~~~	2.758	~~~	-2.291	-3.078	~~~	-3.304	~~~	-3.469	~~~	-0.918	-1.373	-1.429	-1.649	~~~	~~~	-1.582	-1.722	~~~	~~~	-1.695	-1.775	~~~	~~~	-2.077	-1.691	~~~	~~~
1.3.06_090	0.784	0.944	~~~	0.907	~~~	-1.781	-2.345	~~~	-2.506	~~~	-2.623	~~~	-0.724	-1.056	-1.088	-1.258	~~~	~~~	-1.194	-1.312	~~~	~~~	-1.271	-1.352	~~~	~~~	-1.667	-1.365	~~~	~~~
1.3.06_095	-0.214	-0.077	~~~	-0.096	~~~	-1.386	-1.796	~~~	-1.91	~~~	-1.993	~~~	-0.57	-0.816	-0.832	-0.965	~~~	~~~	-0.904	-1.006	~~~	~~~	-0.957	-1.036	~~~	~~~	-1.333	-1.097	~~~	~~~
1.3.06_100	-0.706	-0.599	-0.6	-0.608	-0.631	-1.078	-1.381	-1.38	-1.462	-1.485	-1.52	-1.509	-0.445	-0.633	-0.637	-0.744	-0.637	-0.743	-0.687	-0.775	-0.704	-0.781	-0.723	-0.797	-0.721	-0.788	-1.062	-0.876	-1.379	-1.146
1.3.06_105	-0.918	-0.838	~~~	-0.842	~~~	-0.836	-1.065	~~~	-1.122	~~~	-1.163	~~~	-0.345	-0.492	-0.489	-0.576	~~~	~~~	-0.522	-0.6	~~~	~~~	-0.547	-0.616	~~~	~~~	-0.841	-0.696	~~~	~~~
1.3.06_110	-0.979	-0.921	~~~	-0.922	~~~	-0.647	-0.823	~~~	-0.863	~~~	-0.892	~~~	-0.264	-0.383	-0.374	-0.448	~~~	~~~	-0.397	-0.466	~~~	~~~	-0.414	-0.478	~~~	~~~	-0.663	-0.55	~~~	~~~
1.3.06_125	-0.842	-0.816	~~~	-0.819	~~~	-0.292	-0.379	~~~	-0.394	~~~	-0.404	~~~	-0.109	-0.183	-0.165	-0.215	~~~	~~~	-0.171	-0.222	~~~	~~~	-0.176	-0.228	~~~	~~~	-0.318	-0.265	~~~	~~~
1.3.06_150	-0.532	-0.519	~~~	-0.523	~~~	-0.06	-0.096	~~~	-0.099	~~~	-0.101	~~~	-0.007	-0.052	-0.032	-0.064	~~~	~~~	-0.032	-0.066	~~~	~~~	-0.032	-0.068	~~~	~~~	-0.082	-0.069	~~~	~~~
1.3.06_200	-0.238	-0.234	~~~	-0.236	~~~	0.026	0.014	~~~	0.014	~~~	0.014	~~~	0.024	0.002	0.015	-0.001	~~~	~~~	0.016	-0.002	~~~	~~~	0.016	-0.002	~~~	~~~	0.012	0.01	~~~	~~~
1.3.07_080	10.734	10.91	10.913	10.7	10.594	-6.177	-7.892	-7.888	-8.476	-8.717	-8.903	-8.969	-2.501	-3.676	-3.579	-4.313	-3.577	-4.311	-4.001	-4.476	-4.188	-4.529	-4.309	-4.594	-4.384	-4.585	-4.543	-3.432	-6.318	-4.922
1.3.07_085	5.59	5.911	~~~	5.776	~~~	-4.784	-6.068	~~~	-6.497	~~~	-6.811	~~~	-1.965	-2.818	-2.764	-3.303	~~~	~~~	-3.069	-3.429	~~~	~~~	-3.291	-3.52	~~~	~~~	-3.648	-2.794	~~~	~~~
1.3.07_090	2.463	2.829	~~~	2.75	~~~	-3.713	-4.669	~~~	-4.986	~~~	-5.217	~~~	-1.547	-2.166	-2.135	-2.534	~~~	~~~	-2.356	-2.63	~~~	~~~	-2.516	-2.701	~~~	~~~	-2.924	-2.269	~~~	~~~
1.3.07_095	0.642	0.997	~~~	0.956	~~~	-2.898	-3.608	~~~	-3.842	~~~	-4.014	~~~	-1.224	-1.675	-1.656	-1.952	~~~	~~~	-1.815	-2.027	~~~	~~~	-1.932	-2.082	~~~	~~~	-2.348	-1.842	~~~	~~~
1.3.07_100	-0.362	-0.044	-0.044	-0.062	-0.08	-2.276	-2.805	-2.803	-2.978	-3.034	-3.104	-3.094	-0.972	-1.303	-1.29	-1.514	-1.289	-1.513	-1.406	-1.572	-1.448	-1.586	-1.491	-1.614	-1.492	-1.602	-1.888	-1.496	-2.442	-1.939
1.3.07_105	-0.873	-0.6	~~~	-0.604	~~~	-1.796	-2.194	~~~	-2.322	~~~	-2.416	~~~	-0.774	-1.022	-1.011	-1.183	~~~	~~~	-1.095	-1.227	~~~	~~~	-1.156	-1.26	~~~	~~~	-1.519	-1.213	~~~	~~~
1.3.07_110	-1.096	-0.867	~~~	-0.864	~~~	-1.424	-1.727	~~~	-1.822	~~~	-1.891	~~~	-0.618	-0.806	-0.795	-0.932	~~~	~~~	-0.856	-0.965	~~~	~~~	-0.901	-0.99	~~~	~~~	-1.222	-0.982	~~~	~~~
1.3.07_125	-1.062	-0.929	~~~	-0.924	~~~	-0.727	-0.872	~~~	-0.911	~~~	-0.94	~~~	-0.314	-0.413	-0.397	-0.475	~~~	~~~	-0.422	-0.49	~~~	~~~	-0.439	-0.501	~~~	~~~	-0.639	-0.52	~~~	~~~
1.3.07_150	-0.654	-0.58	~~~	-0.581	~~~	-0.256	-0.31	~~~	-0.321	~~~	-0.329	~~~	-0.103	-0.153	-0.134	-0.176	~~~	~~~	-0.141	-0.18	~~~	~~~	-0.146	-0.184	~~~	~~~	-0.223	-0.182	~~~	~~~
1.3.07_200	-0.26	-0.226	~~~	-0.225	~~~	-0.039	-0.054	~~~	-0.056	~~~	-0.057	~~~	-0.009	-0.03	-0.018	-0.036	~~~	~~~	-0.02	-0.036	~~~	~~~	-0.02	-0.037	~~~	~~~	-0.03	-0.023	~~~	~~~
1.3.08_080	10.091	9.988	9.992	9.684	9.472	-5.385	-7.516	-7.501	-8.097	-8.328	-8.521	-8.57	-2.006	-3.379	-3.388	-4.128	-3.381	-4.12	-3.804	-4.293	-3.987	-4.341	-4.108	-4.413	-4.178	-4.392	-4.164	-3.414	-6.232	-5.247
1.3.08_085	4.592	4.705	~~~	4.505	~~~	-4.371	-5.97	~~~	-6.39	~~~	-6.697	~~~	-1.666	-2.705	-2.696	-3.274	~~~	~~~	-2.992	-3.398	~~~	~~~	-3.208	-3.489	~~~	~~~	-3.507	-2.893	~~~	~~~
1.3.08_090	1.377	1.579	~~~	1.452	~~~	-3.523	-4.716	~~~	-5.021	~~~	-5.243	~~~	-1.366	-2.157	-2.13	-2.587	~~~	~~~	-2.34	-2.681	~~~	~~~	-2.493	-2.749	~~~	~~~	-2.916	-2.419	~~~	~~~
1.3.08_095	-0.403	-0.185	~~~	-0.264	~~~	-2.83	-3.72	~~~	-3.941	~~~	-4.101	~~~	-1.111	-1.718	-1.677	-2.043	~~~	~~~	-1.827	-2.114	~~~	~~~	-1.936	-2.166	~~~	~~~	-2.405	-2.006	~~~	~~~
1.3.08_100	-1.312	-1.113	-1.113	-1.162	-1.214	-2.269	-2.936	-2.926	-3.096	-3.145	-3.213	-3.196	-0.899	-1.37	-1.32	-1.616	-1.315	-1.611	-1.426	-1.67	-1.464	-1.681	-1.504	-1.709	-1.504	-1.692	-1.97	-1.652	-2.589	-2.183
1.3.08_105	-1.708	-1.544	~~~	-1.575	~~~	-1.818	-2.321	~~~	-2.438	~~~	-2.523	~~~	-0.724	-1.094	-1.04	-1.282	~~~	~~~	-1.116	-1.323	~~~	~~~	-1.171	-1.353	~~~	~~~	-1.606	-1.353	~~~	~~~
1.3.08_110	-1.818	-1.69	~~~	-1.708	~~~	-1.454	-1.84	~~~	-1.925	~~~	-1.988	~~~	-0.579	-0.875	-0.82	-1.02	~~~	~~~	-0.874	-1.052	~~~	~~~	-0.913	-1.075	~~~	~~~	-1.303	-1.103	~~~	~~~
1.3.08_125	-1.512	-1.459	~~~	-1.464	~~~	-0.744	-0.93	~~~	-0.966	~~~	-0.991	~~~	-0.288	-0.455	-0.404	-0.526	~~~	~~~	-0.424	-0.541	~~~	~~~	-0.439	-0.552	~~~	~~~	-0.683	-0.585	~~~	~~~
1.3.08_150	-0.862	-0.842	~~~	-0.848	~~~	-0.244	-0.315	~~~	-0.324	~~~	-0.33	~~~	-0.08	-0.163	-0.126	-0.189	~~~	~~~	-0.13	-0.194	~~~	~~~	-0.133	-0.197	~~~	~~~	-0.228	-0.2	~~~	~~~
1.3.08_200	-0.321	-0.315	~~~	-0.317	~~~	-0.014	-0.035	~~~	-0.036	~~~	-0.036	~~~	0.009	-0.023	-0.006	-0.029	~~~	~~~	-0.006	-0.03	~~~	~~~	-0.006	-0.031	~~~	~~~	-0.016	-0.017	~~~	~~~
1.3.09_080	6.099	5.954	5.953	5.88	5.818	-3.669	-4.367	-4.353	-4.544	-4.594	-4.673	-4.647	-1.702	-1.967	-2.152	-2.215	-2.143	-2.209	-2.266	-2.278	-2.306	-2.289	-2.349	-2.324	-2.348	-2.3	-3.146	-2.602	-3.864	-3.21
