# Interaction energies and their componets, in kcal/mol
# Prefix "corr_" denotes the correlation enegy term only
# Suffixes "_os" and "_ss" denote the other-spin and same-spin components of the correlation energy
"name"	"HF/aDZ"	"HF/aTZ"	"HF/haTZ"	"HF/aQZ"	"HF/a5Z"	"corr_MP2/aDZ"	"corr_MP2/aTZ"	"corr_MP2/haTZ"	"corr_MP2/aQZ"	"corr_MP2/a5Z"	"corr_MP2/CBS(aTQZ)"	"corr_MP2/CBS(aQ5Z)"	"corr_MP2_os/aDZ"	"corr_MP2_ss/aDZ"	"corr_MP2_os/aTZ"	"corr_MP2_ss/aTZ"	"corr_MP2_os/haTZ"	"corr_MP2_ss/haTZ"	"corr_MP2_os/aQZ"	"corr_MP2_ss/aQZ"	"corr_MP2_os/a5Z"	"corr_MP2_ss/a5Z"	"corr_MP2_os/CBS(aTQZ)"	"corr_MP2_ss/CBS(aTQZ)"	"corr_MP2_os/CBS(aQ5Z)"	"corr_MP2_ss/CBS(aQ5Z)"	"corr_CCSD(T)/aDZ"	"corr_CCSD/aDZ"	"corr_CCSD_os/aDZ"	"corr_CCSD_ss/aDZ"	"corr_CCSD(T)/haTZ"	"corr_CCSD/haTZ"	"corr_CCSD_os/haTZ"	"corr_CCSD_ss/haTZ"	"BLYP/def2-QZVP"	"B3LYP/def2-QZVP"	"BHLYP/def2-QZVP"	"BP/def2-QZVP"	"PBE/def2-QZVP"	"PBE0/def2-QZVP"	"TPSS/def2-QZVP"
02.005_guanidinium--nitrosomethane_2.00	-6.203	-6.149	-6.145	-6.139	-6.138	0.027	-0.032	-0.027	-0.058	-0.067	-0.077	-0.077	0.139	-0.112	0.094	-0.126	0.096	-0.123	0.072	-0.130	0.064	-0.131	0.056	-0.133	0.055	-0.132	0.126	0.128	0.275	-0.146	0.050	0.054	0.209	-0.156	-5.967	-6.035	-6.098	-5.871	-6.191	-6.146	-6.137
02.006_imidazolium--acetone_0.80	-10.809	-11.337	-11.331	-11.377	-11.391	-1.750	-3.123	-3.088	-3.687	-3.896	-4.099	-4.114	1.045	-2.795	0.044	-3.166	0.064	-3.152	-0.432	-3.256	-0.617	-3.279	-0.778	-3.320	-0.811	-3.303	-0.798	-0.302	2.966	-3.269	-2.446	-1.862	1.709	-3.571	-12.226	-13.799	-15.293	-13.942	-15.053	-15.836	-13.760
02.006_imidazolium--acetone_0.85	-15.066	-15.484	~~~	-15.512	~~~	-1.545	-2.690	~~~	-3.168	~~~	-3.517	~~~	0.904	-2.449	0.074	-2.764	~~~	~~~	-0.329	-2.839	~~~	~~~	-0.623	-2.894	~~~	~~~	-0.785	-0.319	2.584	-2.904	~~~	~~~	~~~	~~~	-16.208	-17.574	-18.912	-17.574	-18.638	-19.262	-17.618
02.006_imidazolium--acetone_0.90	-17.776	-18.093	~~~	-18.116	~~~	-1.308	-2.263	~~~	-2.669	~~~	-2.965	~~~	0.819	-2.127	0.131	-2.394	~~~	~~~	-0.212	-2.457	~~~	~~~	-0.462	-2.503	~~~	~~~	-0.718	-0.287	2.280	-2.567	~~~	~~~	~~~	~~~	-18.638	-19.825	-21.033	-19.695	-20.723	-21.214	-19.889
02.006_imidazolium--acetone_0.95	-19.373	-19.605	~~~	-19.626	~~~	-1.062	-1.858	~~~	-2.202	~~~	-2.453	~~~	0.772	-1.834	0.200	-2.059	~~~	~~~	-0.091	-2.112	~~~	~~~	-0.303	-2.150	~~~	~~~	-0.616	-0.225	2.037	-2.262	~~~	~~~	~~~	~~~	-19.970	-21.003	-22.100	-20.756	-21.756	-22.137	-21.041
02.006_imidazolium--acetone_1.00	-20.174	-20.337	-20.330	-20.360	-20.362	-0.821	-1.486	-1.456	-1.777	-1.883	-1.990	-1.994	0.749	-1.570	0.274	-1.760	0.292	-1.747	0.027	-1.804	-0.067	-1.816	-0.153	-1.836	-0.166	-1.828	-0.494	-0.145	1.842	-1.987	-1.283	-0.896	1.234	-2.130	-20.529	-21.431	-22.432	-21.084	-22.061	-22.354	-21.415
02.006_imidazolium--acetone_1.05	-20.413	-20.522	~~~	-20.548	~~~	-0.594	-1.150	~~~	-1.397	~~~	-1.577	~~~	0.742	-1.336	0.346	-1.496	~~~	~~~	0.136	-1.533	~~~	~~~	-0.017	-1.560	~~~	~~~	-0.364	-0.058	1.684	-1.742	~~~	~~~	~~~	~~~	-20.554	-21.343	-22.260	-20.913	-21.873	-22.093	-21.264
02.006_imidazolium--acetone_1.10	-20.265	-20.332	~~~	-20.359	~~~	-0.387	-0.851	~~~	-1.062	~~~	-1.215	~~~	0.744	-1.131	0.414	-1.265	~~~	~~~	0.235	-1.296	~~~	~~~	0.104	-1.319	~~~	~~~	-0.234	0.032	1.556	-1.525	~~~	~~~	~~~	~~~	-20.217	-20.910	-21.753	-20.412	-21.358	-21.520	-20.766
02.006_imidazolium--acetone_1.25	-18.596	-18.588	~~~	-18.607	~~~	0.106	-0.166	~~~	-0.301	~~~	-0.400	~~~	0.768	-0.662	0.575	-0.741	~~~	~~~	0.459	-0.760	~~~	~~~	0.374	-0.774	~~~	~~~	0.122	0.278	1.295	-1.017	~~~	~~~	~~~	~~~	-18.113	-18.595	-19.260	-17.985	-18.887	-18.944	-18.331
02.006_imidazolium--acetone_1.50	-14.855	-14.813	~~~	-14.810	~~~	0.564	0.449	~~~	0.374	~~~	0.319	~~~	0.790	-0.226	0.706	-0.258	~~~	~~~	0.640	-0.266	~~~	~~~	0.591	-0.273	~~~	~~~	0.518	0.550	1.067	-0.518	~~~	~~~	~~~	~~~	-14.007	-14.303	-14.774	-13.701	-14.473	-14.491	-14.077
02.006_imidazolium--acetone_2.00	-9.467	-9.428	-9.429	-9.414	-9.414	0.795	0.754	0.758	0.714	0.699	0.685	0.684	0.724	0.071	0.691	0.063	0.692	0.066	0.654	0.060	0.641	0.058	0.628	0.057	0.626	0.057	0.762	0.700	0.833	-0.133	0.706	0.629	0.764	-0.135	-8.550	-8.735	-9.030	-8.356	-8.729	-8.822	-8.631
02.007_imidazolium--Nmethylacetamide_0.80	-16.318	-16.943	-16.942	-17.008	-17.025	-2.846	-4.497	-4.458	-5.139	-5.379	-5.607	-5.631	0.465	-3.311	-0.736	-3.762	-0.712	-3.746	-1.274	-3.865	-1.487	-3.892	-1.666	-3.940	-1.711	-3.921	-1.772	-1.181	2.405	-3.586	-3.719	-2.996	0.960	-3.957	-18.011	-19.946	-21.637	-20.152	-21.452	-22.563	-19.824
02.007_imidazolium--Nmethylacetamide_0.85	-20.995	-21.516	~~~	-21.564	~~~	-2.728	-4.123	~~~	-4.670	~~~	-5.070	~~~	0.269	-2.997	-0.738	-3.385	~~~	~~~	-1.198	-3.473	~~~	~~~	-1.533	-3.537	~~~	~~~	-1.832	-1.250	2.003	-3.252	~~~	~~~	~~~	~~~	-22.578	-24.255	-25.729	-24.376	-25.607	-26.496	-24.315
02.007_imidazolium--Nmethylacetamide_0.90	-23.961	-24.382	~~~	-24.418	~~~	-2.540	-3.720	~~~	-4.188	~~~	-4.529	~~~	0.147	-2.687	-0.699	-3.021	~~~	~~~	-1.092	-3.096	~~~	~~~	-1.378	-3.151	~~~	~~~	-1.812	-1.249	1.683	-2.932	~~~	~~~	~~~	~~~	-25.386	-26.837	-28.131	-26.865	-28.035	-28.738	-27.003
02.007_imidazolium--Nmethylacetamide_0.95	-25.702	-26.031	~~~	-26.060	~~~	-2.310	-3.309	~~~	-3.709	~~~	-4.000	~~~	0.080	-2.390	-0.631	-2.678	~~~	~~~	-0.967	-2.742	~~~	~~~	-1.212	-2.788	~~~	~~~	-1.736	-1.200	1.430	-2.630	~~~	~~~	~~~	~~~	-26.938	-28.195	-29.338	-28.128	-29.248	-29.794	-28.403
02.007_imidazolium--Nmethylacetamide_1.00	-26.562	-26.811	-26.808	-26.836	-26.842	-2.062	-2.906	-2.872	-3.247	-3.371	-3.496	-3.501	0.050	-2.112	-0.546	-2.359	-0.526	-2.346	-0.834	-2.414	-0.943	-2.428	-1.043	-2.453	-1.059	-2.443	-1.620	-1.119	1.230	-2.349	-2.602	-2.020	0.520	-2.540	-27.599	-28.687	-29.705	-28.530	-29.608	-30.024	-28.890
02.007_imidazolium--Nmethylacetamide_1.05	-26.790	-26.974	~~~	-26.999	~~~	-1.808	-2.522	~~~	-2.813	~~~	-3.025	~~~	0.047	-1.856	-0.454	-2.068	~~~	~~~	-0.699	-2.114	~~~	~~~	-0.878	-2.147	~~~	~~~	-1.482	-1.019	1.072	-2.091	~~~	~~~	~~~	~~~	-27.631	-28.575	-29.487	-28.335	-29.380	-29.689	-28.740
02.007_imidazolium--Nmethylacetamide_1.10	-26.575	-26.706	~~~	-26.733	~~~	-1.562	-2.164	~~~	-2.412	~~~	-2.593	~~~	0.061	-1.623	-0.360	-1.804	~~~	~~~	-0.569	-1.843	~~~	~~~	-0.722	-1.871	~~~	~~~	-1.331	-0.908	0.948	-1.856	~~~	~~~	~~~	~~~	-27.228	-28.049	-28.872	-27.736	-28.753	-28.975	-28.158
02.007_imidazolium--Nmethylacetamide_1.25	-24.486	-24.515	~~~	-24.542	~~~	-0.914	-1.275	~~~	-1.431	~~~	-1.545	~~~	0.146	-1.060	-0.102	-1.172	~~~	~~~	-0.235	-1.196	~~~	~~~	-0.331	-1.214	~~~	~~~	-0.872	-0.569	0.713	-1.283	~~~	~~~	~~~	~~~	-24.649	-25.198	-25.820	-24.726	-25.680	-25.734	-25.125
02.007_imidazolium--Nmethylacetamide_1.50	-19.784	-19.745	~~~	-19.749	~~~	-0.201	-0.348	~~~	-0.428	~~~	-0.486	~~~	0.286	-0.487	0.187	-0.535	~~~	~~~	0.118	-0.546	~~~	~~~	0.068	-0.554	~~~	~~~	-0.266	-0.122	0.557	-0.679	~~~	~~~	~~~	~~~	-19.400	-19.707	-20.130	-19.153	-20.002	-19.965	-19.535
02.007_imidazolium--Nmethylacetamide_2.00	-12.729	-12.693	-12.697	-12.682	-12.682	0.355	0.326	0.333	0.292	0.280	0.267	0.267	0.399	-0.044	0.379	-0.053	0.382	-0.049	0.348	-0.056	0.337	-0.057	0.326	-0.058	0.325	-0.058	0.300	0.294	0.472	-0.179	0.269	0.256	0.436	-0.181	-12.033	-12.196	-12.449	-11.779	-12.286	-12.313	-12.146
02.008_imidazolium--phenol_0.80	-2.165	-2.375	-2.356	-2.417	-2.433	-7.780	-9.500	-9.448	-10.081	-10.296	-10.504	-10.522	-2.823	-4.957	-4.040	-5.460	-4.006	-5.442	-4.514	-5.567	-4.700	-5.596	-4.859	-5.646	-4.896	-5.626	-5.790	-4.741	-0.449	-4.292	-7.677	-6.424	-1.746	-4.678	-4.268	-6.264	-7.960	-6.525	-8.032	-9.030	-6.698
02.008_imidazolium--phenol_0.85	-6.620	-6.734	~~~	-6.764	~~~	-6.942	-8.387	~~~	-8.874	~~~	-9.228	~~~	-2.574	-4.369	-3.591	-4.796	~~~	~~~	-3.987	-4.886	~~~	~~~	-4.276	-4.952	~~~	~~~	-5.260	-4.302	-0.507	-3.795	~~~	~~~	~~~	~~~	-8.250	-10.009	-11.546	-10.046	-11.514	-12.338	-10.380
02.008_imidazolium--phenol_0.90	-9.553	-9.590	~~~	-9.615	~~~	-6.155	-7.371	~~~	-7.778	~~~	-8.075	~~~	-2.318	-3.837	-3.170	-4.201	~~~	~~~	-3.502	-4.276	~~~	~~~	-3.744	-4.331	~~~	~~~	-4.736	-3.869	-0.525	-3.344	~~~	~~~	~~~	~~~	-10.754	-12.309	-13.707	-12.151	-13.592	-14.273	-12.600
02.008_imidazolium--phenol_0.95	-11.389	-11.368	~~~	-11.393	~~~	-5.429	-6.456	~~~	-6.796	~~~	-7.044	~~~	-2.068	-3.362	-2.784	-3.672	~~~	~~~	-3.061	-3.735	~~~	~~~	-3.264	-3.781	~~~	~~~	-4.233	-3.454	-0.515	-2.939	~~~	~~~	~~~	~~~	-12.213	-13.592	-14.869	-13.272	-14.694	-15.257	-13.799
02.008_imidazolium--phenol_1.00	-12.443	-12.377	-12.361	-12.406	-12.408	-4.771	-5.640	-5.599	-5.924	-6.030	-6.132	-6.142	-1.831	-2.941	-2.435	-3.205	-2.409	-3.190	-2.667	-3.258	-2.758	-3.273	-2.836	-3.296	-2.853	-3.288	-3.759	-3.065	-0.486	-2.578	-4.689	-3.880	-1.112	-2.768	-12.941	-14.168	-15.336	-13.715	-15.121	-15.586	-14.289
02.008_imidazolium--phenol_1.05	-12.948	-12.848	~~~	-12.880	~~~	-4.180	-4.918	~~~	-5.156	~~~	-5.330	~~~	-1.610	-2.570	-2.122	-2.796	~~~	~~~	-2.316	-2.840	~~~	~~~	-2.458	-2.872	~~~	~~~	-3.320	-2.705	-0.446	-2.259	~~~	~~~	~~~	~~~	-13.166	-14.262	-15.331	-13.700	-15.087	-15.473	-14.292
02.008_imidazolium--phenol_1.10	-13.072	-12.947	~~~	-12.979	~~~	-3.654	-4.282	~~~	-4.483	~~~	-4.630	~~~	-1.408	-2.246	-1.844	-2.439	~~~	~~~	-2.007	-2.476	~~~	~~~	-2.126	-2.503	~~~	~~~	-2.918	-2.376	-0.398	-1.978	~~~	~~~	~~~	~~~	-13.049	-14.031	-15.012	-13.386	-14.752	-15.074	-13.984
02.008_imidazolium--phenol_1.25	-12.221	-12.054	~~~	-12.071	~~~	-2.417	-2.812	~~~	-2.936	~~~	-3.026	~~~	-0.914	-1.502	-1.189	-1.624	~~~	~~~	-1.290	-1.646	~~~	~~~	-1.364	-1.662	~~~	~~~	-1.932	-1.572	-0.244	-1.328	~~~	~~~	~~~	~~~	-11.665	-12.392	-13.154	-11.627	-12.913	-13.119	-12.281
02.008_imidazolium--phenol_1.50	-9.667	-9.518	~~~	-9.514	~~~	-1.170	-1.374	~~~	-1.437	~~~	-1.483	~~~	-0.390	-0.780	-0.534	-0.840	~~~	~~~	-0.587	-0.850	~~~	~~~	-0.626	-0.857	~~~	~~~	-0.885	-0.718	-0.026	-0.692	~~~	~~~	~~~	~~~	-8.760	-9.238	-9.749	-8.538	-9.578	-9.724	-9.243
02.008_imidazolium--phenol_2.00	-5.875	-5.802	-5.798	-5.791	-5.791	-0.193	-0.281	-0.278	-0.311	-0.322	-0.333	-0.334	0.026	-0.219	-0.040	-0.241	-0.038	-0.240	-0.066	-0.245	-0.076	-0.246	-0.085	-0.248	-0.087	-0.248	-0.054	-0.038	0.162	-0.200	-0.154	-0.132	0.081	-0.214	-5.072	-5.337	-5.611	-4.985	-5.406	-5.569	-5.375
02.009_trimethylammonium--acetaldehyde_0.80	-8.635	-9.318	-9.300	-9.348	-9.365	-2.180	-3.301	-3.247	-3.789	-3.964	-4.144	-4.148	0.485	-2.666	-0.301	-3.000	-0.267	-2.981	-0.707	-3.082	-0.862	-3.102	-1.003	-3.141	-1.026	-3.122	-1.541	-1.038	2.120	-3.158	-2.840	-2.243	1.188	-3.430	-10.439	-11.842	-13.186	-11.789	-12.980	-13.558	-11.650
02.009_trimethylammonium--acetaldehyde_0.85	-12.801	-13.348	~~~	-13.371	~~~	-1.853	-2.772	~~~	-3.179	~~~	-3.477	~~~	0.439	-2.293	-0.200	-2.571	~~~	~~~	-0.540	-2.639	~~~	~~~	-0.788	-2.689	~~~	~~~	-1.366	-0.909	1.852	-2.760	~~~	~~~	~~~	~~~	-14.157	-15.388	-16.620	-15.160	-16.312	-16.777	-15.245
02.009_trimethylammonium--acetaldehyde_0.90	-15.486	-15.914	~~~	-15.935	~~~	-1.521	-2.272	~~~	-2.612	~~~	-2.861	~~~	0.434	-1.955	-0.086	-2.186	~~~	~~~	-0.370	-2.242	~~~	~~~	-0.578	-2.283	~~~	~~~	-1.164	-0.755	1.647	-2.402	~~~	~~~	~~~	~~~	-16.433	-17.517	-18.652	-17.136	-18.258	-18.632	-17.371
02.009_trimethylammonium--acetaldehyde_0.95	-17.103	-17.432	~~~	-17.456	~~~	-1.202	-1.816	~~~	-2.099	~~~	-2.306	~~~	0.451	-1.654	0.030	-1.845	~~~	~~~	-0.208	-1.891	~~~	~~~	-0.381	-1.924	~~~	~~~	-0.951	-0.592	1.491	-2.083	~~~	~~~	~~~	~~~	-17.691	-18.647	-19.697	-18.141	-19.240	-19.539	-18.467
02.009_trimethylammonium--acetaldehyde_1.00	-17.957	-18.208	-18.193	-18.235	-18.240	-0.907	-1.407	-1.366	-1.643	-1.728	-1.815	-1.816	0.482	-1.389	0.140	-1.547	0.165	-1.531	-0.058	-1.584	-0.134	-1.594	-0.203	-1.612	-0.213	-1.604	-0.740	-0.431	1.372	-1.802	-1.306	-0.961	0.958	-1.920	-18.236	-19.083	-20.056	-18.476	-19.557	-19.796	-18.858
02.009_trimethylammonium--acetaldehyde_1.05	-18.274	-18.465	~~~	-18.493	~~~	-0.641	-1.047	~~~	-1.244	~~~	-1.388	~~~	0.518	-1.159	0.242	-1.288	~~~	~~~	0.075	-1.319	~~~	~~~	-0.047	-1.341	~~~	~~~	-0.538	-0.276	1.279	-1.556	~~~	~~~	~~~	~~~	-18.291	-19.044	-19.946	-18.360	-19.424	-19.615	-18.772
02.009_trimethylammonium--acetaldehyde_1.10	-18.221	-18.365	~~~	-18.392	~~~	-0.405	-0.733	~~~	-0.899	~~~	-1.021	~~~	0.555	-0.960	0.332	-1.065	~~~	~~~	0.191	-1.090	~~~	~~~	0.088	-1.109	~~~	~~~	-0.350	-0.132	1.208	-1.340	~~~	~~~	~~~	~~~	-18.016	-18.689	-19.526	-17.948	-18.996	-19.150	-18.379
02.009_trimethylammonium--acetaldehyde_1.25	-16.887	-16.945	~~~	-16.959	~~~	0.133	-0.038	~~~	-0.142	~~~	-0.218	~~~	0.651	-0.518	0.536	-0.574	~~~	~~~	0.446	-0.588	~~~	~~~	0.380	-0.598	~~~	~~~	0.114	0.221	1.073	-0.851	~~~	~~~	~~~	~~~	-16.213	-16.707	-17.381	-15.902	-16.885	-16.974	-16.371
02.009_trimethylammonium--acetaldehyde_1.50	-13.687	-13.697	~~~	-13.694	~~~	0.606	0.550	~~~	0.491	~~~	0.448	~~~	0.732	-0.126	0.694	-0.143	~~~	~~~	0.641	-0.150	~~~	~~~	0.602	-0.154	~~~	~~~	0.577	0.570	0.963	-0.392	~~~	~~~	~~~	~~~	-12.692	-13.024	-13.508	-12.306	-13.100	-13.183	-12.818
02.009_trimethylammonium--acetaldehyde_2.00	-8.984	-8.975	-8.973	-8.963	-8.963	0.812	0.793	0.796	0.757	0.745	0.731	0.732	0.698	0.114	0.681	0.111	0.682	0.114	0.649	0.108	0.637	0.108	0.625	0.106	0.625	0.107	0.815	0.736	0.805	-0.068	0.778	0.682	0.752	-0.069	-8.019	-8.238	-8.546	-7.830	-8.146	-8.300	-8.125
02.010_trimethylammonium--acetamide_0.80	-13.879	-14.733	-14.719	-14.781	-14.802	-3.374	-4.670	-4.600	-5.216	-5.414	-5.615	-5.622	-0.125	-3.249	-1.020	-3.650	-0.975	-3.626	-1.471	-3.745	-1.646	-3.768	-1.800	-3.815	-1.829	-3.792	-2.829	-2.208	1.461	-3.669	-4.286	-3.529	0.461	-3.990	-16.277	-17.980	-19.450	-18.061	-19.516	-20.261	-17.725
02.010_trimethylammonium--acetamide_0.85	-18.592	-19.310	~~~	-19.345	~~~	-3.067	-4.137	~~~	-4.598	~~~	-4.933	~~~	-0.194	-2.873	-0.925	-3.213	~~~	~~~	-1.305	-3.293	~~~	~~~	-1.582	-3.351	~~~	~~~	-2.662	-2.074	1.193	-3.266	~~~	~~~	~~~	~~~	-20.618	-22.107	-23.425	-22.030	-23.420	-24.011	-21.980
02.010_trimethylammonium--acetamide_0.90	-21.650	-22.241	~~~	-22.267	~~~	-2.727	-3.610	~~~	-3.997	~~~	-4.279	~~~	-0.208	-2.519	-0.804	-2.806	~~~	~~~	-1.124	-2.873	~~~	~~~	-1.357	-2.922	~~~	~~~	-2.449	-1.901	0.993	-2.894	~~~	~~~	~~~	~~~	-23.305	-24.608	-25.799	-24.387	-25.724	-26.186	-24.545
02.010_trimethylammonium--acetamide_0.95	-23.507	-23.984	~~~	-24.008	~~~	-2.379	-3.106	~~~	-3.430	~~~	-3.666	~~~	-0.186	-2.193	-0.671	-2.434	~~~	~~~	-0.939	-2.490	~~~	~~~	-1.135	-2.531	~~~	~~~	-2.210	-1.707	0.846	-2.553	~~~	~~~	~~~	~~~	-24.810	-25.953	-27.035	-25.604	-26.898	-27.254	-25.904
02.010_trimethylammonium--acetamide_1.00	-24.492	-24.873	-24.857	-24.897	-24.905	-2.040	-2.635	-2.584	-2.906	-3.002	-3.104	-3.103	-0.143	-1.897	-0.536	-2.099	-0.504	-2.079	-0.760	-2.146	-0.845	-2.157	-0.924	-2.179	-0.934	-2.169	-1.962	-1.507	0.738	-2.245	-2.604	-2.078	0.315	-2.393	-25.475	-26.479	-27.467	-26.023	-27.280	-27.549	-26.410
02.010_trimethylammonium--acetamide_1.05	-24.851	-25.154	~~~	-25.181	~~~	-1.720	-2.205	~~~	-2.431	~~~	-2.596	~~~	-0.089	-1.632	-0.405	-1.800	~~~	~~~	-0.593	-1.839	~~~	~~~	-0.730	-1.867	~~~	~~~	-1.715	-1.308	0.661	-1.969	~~~	~~~	~~~	~~~	-25.551	-26.435	-27.340	-25.889	-27.115	-27.313	-26.328
02.010_trimethylammonium--acetamide_1.10	-24.767	-25.009	~~~	-25.038	~~~	-1.425	-1.818	~~~	-2.007	~~~	-2.144	~~~	-0.028	-1.396	-0.282	-1.536	~~~	~~~	-0.439	-1.568	~~~	~~~	-0.553	-1.591	~~~	~~~	-1.476	-1.116	0.606	-1.722	~~~	~~~	~~~	~~~	-25.221	-26.002	-26.832	-25.382	-26.581	-26.722	-25.851
02.010_trimethylammonium--acetamide_1.25	-23.070	-23.190	~~~	-23.212	~~~	-0.702	-0.902	~~~	-1.014	~~~	-1.096	~~~	0.146	-0.848	0.024	-0.926	~~~	~~~	-0.070	-0.944	~~~	~~~	-0.139	-0.957	~~~	~~~	-0.844	-0.614	0.527	-1.140	~~~	~~~	~~~	~~~	-22.957	-23.505	-24.154	-22.764	-23.884	-23.918	-23.261
02.010_trimethylammonium--acetamide_1.50	-18.913	-18.951	~~~	-18.952	~~~	0.029	-0.017	~~~	-0.072	~~~	-0.112	~~~	0.350	-0.321	0.328	-0.346	~~~	~~~	0.282	-0.353	~~~	~~~	0.247	-0.359	~~~	~~~	-0.122	-0.043	0.514	-0.557	~~~	~~~	~~~	~~~	-18.299	-18.633	-19.084	-17.907	-18.856	-18.848	-18.436
02.010_trimethylammonium--acetamide_2.00	-12.520	-12.526	-12.524	-12.515	-12.517	0.533	0.544	0.550	0.517	0.508	0.498	0.499	0.480	0.053	0.491	0.053	0.494	0.057	0.467	0.050	0.458	0.050	0.449	0.048	0.450	0.049	0.457	0.411	0.518	-0.107	0.469	0.412	0.515	-0.103	-11.728	-11.924	-12.196	-11.462	-11.936	-12.014	-11.859
02.011_trimethylammonium--aceticacid_0.80	-7.251	-8.038	-8.020	-8.077	-8.094	-3.409	-4.506	-4.437	-4.960	-5.123	-5.292	-5.293	-0.303	-3.105	-1.066	-3.440	-1.020	-3.417	-1.440	-3.521	-1.583	-3.540	-1.712	-3.579	-1.734	-3.560	-2.902	-2.241	1.254	-3.495	-4.137	-3.355	0.398	-3.752	-10.057	-11.328	-12.419	-11.575	-12.987	-13.307	-11.425
02.011_trimethylammonium--aceticacid_0.85	-11.618	-12.266	~~~	-12.295	~~~	-3.003	-3.896	~~~	-4.272	~~~	-4.546	~~~	-0.300	-2.703	-0.914	-2.982	~~~	~~~	-1.223	-3.048	~~~	~~~	-1.449	-3.097	~~~	~~~	-2.643	-2.033	1.043	-3.077	~~~	~~~	~~~	~~~	-13.929	-15.029	-16.016	-15.089	-16.445	-16.661	-15.183
02.011_trimethylammonium--aceticacid_0.90	-14.458	-14.980	~~~	-15.006	~~~	-2.597	-3.322	~~~	-3.631	~~~	-3.857	~~~	-0.260	-2.337	-0.754	-2.568	~~~	~~~	-1.009	-2.622	~~~	~~~	-1.195	-2.662	~~~	~~~	-2.363	-1.808	0.890	-2.698	~~~	~~~	~~~	~~~	-16.313	-17.265	-18.163	-17.162	-18.473	-18.604	-17.420
02.011_trimethylammonium--aceticacid_0.95	-16.192	-16.608	~~~	-16.635	~~~	-2.210	-2.796	~~~	-3.049	~~~	-3.234	~~~	-0.201	-2.009	-0.596	-2.199	~~~	~~~	-0.805	-2.244	~~~	~~~	-0.958	-2.276	~~~	~~~	-2.078	-1.581	0.779	-2.360	~~~	~~~	~~~	~~~	-17.642	-18.468	-19.287	-18.226	-19.498	-19.562	-18.585
02.011_trimethylammonium--aceticacid_1.00	-17.133	-17.463	-17.446	-17.493	-17.498	-1.851	-2.322	-2.270	-2.529	-2.602	-2.680	-2.679	-0.132	-1.719	-0.447	-1.875	-0.414	-1.856	-0.618	-1.911	-0.683	-1.919	-0.743	-1.937	-0.751	-1.928	-1.801	-1.359	0.701	-2.060	-2.306	-1.808	0.355	-2.163	-18.231	-18.948	-19.698	-18.593	-19.832	-19.842	-19.010
02.011_trimethylammonium--aceticacid_1.05	-17.513	-17.774	~~~	-17.807	~~~	-1.526	-1.902	~~~	-2.071	~~~	-2.194	~~~	-0.061	-1.465	-0.310	-1.591	~~~	~~~	-0.450	-1.621	~~~	~~~	-0.552	-1.642	~~~	~~~	-1.538	-1.150	0.645	-1.795	~~~	~~~	~~~	~~~	-18.308	-18.932	-19.619	-18.487	-19.697	-19.666	-18.937
02.011_trimethylammonium--aceticacid_1.10	-17.503	-17.711	~~~	-17.743	~~~	-1.235	-1.533	~~~	-1.671	~~~	-1.772	~~~	0.008	-1.244	-0.187	-1.346	~~~	~~~	-0.302	-1.369	~~~	~~~	-0.385	-1.386	~~~	~~~	-1.293	-0.955	0.608	-1.562	~~~	~~~	~~~	~~~	-18.038	-18.583	-19.212	-18.070	-19.252	-19.190	-18.535
02.011_trimethylammonium--aceticacid_1.25	-16.224	-16.327	~~~	-16.347	~~~	-0.559	-0.697	~~~	-0.774	~~~	-0.830	~~~	0.186	-0.745	0.099	-0.796	~~~	~~~	0.034	-0.808	~~~	~~~	-0.013	-0.817	~~~	~~~	-0.681	-0.471	0.556	-1.028	~~~	~~~	~~~	~~~	-16.191	-16.559	-17.044	-15.950	-17.041	-16.932	-16.443
02.011_trimethylammonium--aceticacid_1.50	-13.001	-13.042	~~~	-13.045	~~~	0.082	0.060	~~~	0.026	~~~	0.001	~~~	0.367	-0.286	0.356	-0.297	~~~	~~~	0.327	-0.301	~~~	~~~	0.305	-0.304	~~~	~~~	-0.035	0.038	0.550	-0.512	~~~	~~~	~~~	~~~	-12.528	-12.742	-13.063	-12.180	-13.055	-12.965	-12.701
02.011_trimethylammonium--aceticacid_2.00	-8.239	-8.257	-8.252	-8.248	-8.249	0.477	0.488	0.495	0.472	0.467	0.460	0.461	0.452	0.025	0.460	0.028	0.463	0.032	0.445	0.027	0.440	0.027	0.434	0.026	0.434	0.027	0.421	0.391	0.520	-0.129	0.430	0.389	0.510	-0.121	-7.653	-7.775	-7.956	-7.482	-7.847	-7.873	-7.790
02.012_trimethylammonium--nitrosomethane_0.80	-3.672	-3.972	-3.948	-4.002	-4.022	-3.984	-5.282	-5.221	-5.734	-5.900	-6.063	-6.075	-0.703	-3.281	-1.599	-3.684	-1.558	-3.663	-1.966	-3.768	-2.110	-3.790	-2.234	-3.829	-2.262	-3.812	-3.479	-2.622	1.026	-3.648	-4.907	-3.914	0.044	-3.959	-7.138	-8.092	-8.821	-8.750	-10.115	-10.014	-8.554
