# Interaction energies and their componets, in kcal/mol
# Prefix "corr_" denotes the correlation enegy term only
# Suffixes "_os" and "_ss" denote the other-spin and same-spin components of the correlation energy
"name"	"HF/aDZ"	"HF/aTZ"	"HF/haTZ"	"HF/aQZ"	"HF/a5Z"	"corr_MP2/aDZ"	"corr_MP2/aTZ"	"corr_MP2/haTZ"	"corr_MP2/aQZ"	"corr_MP2/a5Z"	"corr_MP2/CBS(aTQZ)"	"corr_MP2/CBS(aQ5Z)"	"corr_MP2_os/aDZ"	"corr_MP2_ss/aDZ"	"corr_MP2_os/aTZ"	"corr_MP2_ss/aTZ"	"corr_MP2_os/haTZ"	"corr_MP2_ss/haTZ"	"corr_MP2_os/aQZ"	"corr_MP2_ss/aQZ"	"corr_MP2_os/a5Z"	"corr_MP2_ss/a5Z"	"corr_MP2_os/CBS(aTQZ)"	"corr_MP2_ss/CBS(aTQZ)"	"corr_MP2_os/CBS(aQ5Z)"	"corr_MP2_ss/CBS(aQ5Z)"	"corr_CCSD(T)/aDZ"	"corr_CCSD/aDZ"	"corr_CCSD_os/aDZ"	"corr_CCSD_ss/aDZ"	"corr_CCSD(T)/haTZ"	"corr_CCSD/haTZ"	"corr_CCSD_os/haTZ"	"corr_CCSD_ss/haTZ"	"B3LYP/def2-QZVP"	"BLYP/def2-QZVP"	"BHLYP/def2-QZVP"	"BP/def2-QZVP"	"PBE/def2-QZVP"	"PBE0/def2-QZVP"	"TPSS/def2-QZVP"
1.006_aceticacid--dimethylperoxide_1.50	-3.410	-3.320	~~~	-3.319	~~~	-0.700	-0.817	~~~	-0.856	~~~	-0.884	~~~	-0.242	-0.458	-0.319	-0.498	~~~	~~~	-0.350	-0.506	~~~	~~~	-0.373	-0.511	~~~	~~~	-0.685	-0.544	-0.056	-0.487	~~~	~~~	~~~	~~~	-3.282	-3.019	-3.559	-2.807	-3.703	-3.635	-3.412
1.006_aceticacid--dimethylperoxide_2.00	-1.446	-1.418	-1.419	-1.412	-1.411	-0.198	-0.230	-0.225	-0.243	-0.248	-0.253	-0.253	-0.059	-0.139	-0.080	-0.150	-0.078	-0.147	-0.091	-0.152	-0.095	-0.153	-0.099	-0.154	-0.099	-0.153	-0.177	-0.140	0.006	-0.146	-0.208	-0.166	-0.015	-0.151	-1.294	-1.198	-1.378	-1.118	-1.467	-1.447	-1.431
1.007_aceticacid--furan_0.80	3.409	3.025	3.032	2.954	2.941	-2.841	-4.066	-4.019	-4.558	-4.738	-4.918	-4.926	-0.409	-2.432	-1.270	-2.796	-1.240	-2.779	-1.673	-2.885	-1.829	-2.909	-1.968	-2.950	-1.992	-2.933	-2.777	-2.152	0.581	-2.733	-4.189	-3.436	-0.392	-3.044	0.865	2.635	-0.967	1.415	0.238	-0.650	0.941
1.007_aceticacid--furan_0.85	-0.016	-0.287	~~~	-0.348	~~~	-2.519	-3.507	~~~	-3.904	~~~	-4.194	~~~	-0.439	-2.080	-1.129	-2.378	~~~	~~~	-1.454	-2.450	~~~	~~~	-1.691	-2.503	~~~	~~~	-2.540	-1.978	0.368	-2.346	~~~	~~~	~~~	~~~	-1.968	-0.428	-3.605	-1.277	-2.466	-3.188	-1.798
1.007_aceticacid--furan_0.90	-2.180	-2.366	~~~	-2.421	~~~	-2.214	-3.011	~~~	-3.331	~~~	-3.564	~~~	-0.440	-1.774	-0.994	-2.018	~~~	~~~	-1.254	-2.076	~~~	~~~	-1.445	-2.119	~~~	~~~	-2.296	-1.796	0.213	-2.009	~~~	~~~	~~~	~~~	-3.643	-2.303	-5.104	-2.850	-4.051	-4.632	-3.383
1.007_aceticacid--furan_0.95	-3.476	-3.599	~~~	-3.650	~~~	-1.934	-2.577	~~~	-2.835	~~~	-3.023	~~~	-0.423	-1.511	-0.868	-1.710	~~~	~~~	-1.077	-1.758	~~~	~~~	-1.230	-1.793	~~~	~~~	-2.056	-1.614	0.103	-1.718	~~~	~~~	~~~	~~~	-4.539	-3.372	-5.840	-3.678	-4.889	-5.354	-4.215
1.007_aceticacid--furan_1.00	-4.182	-4.259	-4.260	-4.304	-4.308	-1.681	-2.202	-2.163	-2.410	-2.485	-2.562	-2.563	-0.395	-1.286	-0.753	-1.449	-0.730	-1.433	-0.922	-1.488	-0.987	-1.498	-1.046	-1.516	-1.054	-1.509	-1.828	-1.440	0.028	-1.468	-2.402	-1.953	-0.358	-1.595	-4.920	-3.901	-6.075	-4.021	-5.238	-5.606	-4.566
1.007_aceticacid--furan_1.05	-4.496	-4.538	~~~	-4.576	~~~	-1.457	-1.879	~~~	-2.048	~~~	-2.171	~~~	-0.362	-1.095	-0.651	-1.228	~~~	~~~	-0.788	-1.260	~~~	~~~	-0.887	-1.284	~~~	~~~	-1.614	-1.276	-0.022	-1.254	~~~	~~~	~~~	~~~	-4.970	-4.079	-5.993	-4.058	-5.273	-5.561	-4.616
1.007_aceticacid--furan_1.10	-4.553	-4.570	~~~	-4.599	~~~	-1.260	-1.603	~~~	-1.740	~~~	-1.840	~~~	-0.326	-0.934	-0.561	-1.042	~~~	~~~	-0.672	-1.069	~~~	~~~	-0.753	-1.088	~~~	~~~	-1.418	-1.125	-0.052	-1.072	~~~	~~~	~~~	~~~	-4.816	-4.036	-5.720	-3.910	-5.113	-5.336	-4.481
1.007_aceticacid--furan_1.25	-3.978	-3.955	~~~	-3.962	~~~	-0.808	-0.997	~~~	-1.074	~~~	-1.129	~~~	-0.224	-0.584	-0.352	-0.645	~~~	~~~	-0.414	-0.660	~~~	~~~	-0.459	-0.670	~~~	~~~	-0.940	-0.752	-0.077	-0.675	~~~	~~~	~~~	~~~	-3.843	-3.315	-4.458	-3.040	-4.155	-4.249	-3.689
1.007_aceticacid--furan_1.50	-2.570	-2.548	~~~	-2.541	~~~	-0.380	-0.459	~~~	-0.492	~~~	-0.516	~~~	-0.102	-0.278	-0.156	-0.304	~~~	~~~	-0.182	-0.310	~~~	~~~	-0.202	-0.314	~~~	~~~	-0.452	-0.365	-0.042	-0.323	~~~	~~~	~~~	~~~	-2.260	-1.975	-2.574	-1.724	-2.550	-2.563	-2.363
1.007_aceticacid--furan_2.00	-0.989	-0.980	-0.980	-0.974	-0.973	-0.090	-0.110	-0.108	-0.121	-0.124	-0.128	-0.128	-0.014	-0.076	-0.029	-0.082	-0.027	-0.080	-0.037	-0.083	-0.040	-0.084	-0.044	-0.085	-0.043	-0.084	-0.104	-0.085	0.003	-0.088	-0.125	-0.103	-0.012	-0.091	-0.808	-0.715	-0.896	-0.645	-0.913	-0.921	-0.903
1.008_aceticacid--methanol_0.80	1.278	0.830	0.864	0.736	0.716	-4.064	-5.982	-5.915	-6.706	-6.977	-7.235	-7.261	-0.398	-3.666	-1.693	-4.288	-1.652	-4.264	-2.282	-4.424	-2.517	-4.460	-2.712	-4.523	-2.763	-4.498	-3.421	-2.483	1.555	-4.038	-5.570	-4.424	0.126	-4.550	-3.987	-2.263	-5.405	-4.916	-6.060	-6.664	-5.038
1.008_aceticacid--methanol_0.85	-2.618	-2.940	~~~	-3.026	~~~	-3.674	-5.304	~~~	-5.916	~~~	-6.362	~~~	-0.446	-3.228	-1.539	-3.765	~~~	~~~	-2.035	-3.880	~~~	~~~	-2.397	-3.964	~~~	~~~	-3.214	-2.345	1.236	-3.581	~~~	~~~	~~~	~~~	-7.177	-5.691	-8.449	-7.865	-8.985	-9.418	-8.131
1.008_aceticacid--methanol_0.90	-5.160	-5.374	~~~	-5.457	~~~	-3.280	-4.663	~~~	-5.179	~~~	-5.556	~~~	-0.456	-2.825	-1.376	-3.287	~~~	~~~	-1.794	-3.385	~~~	~~~	-2.099	-3.456	~~~	~~~	-2.970	-2.174	0.983	-3.158	~~~	~~~	~~~	~~~	-9.056	-7.769	-10.209	-9.521	-10.629	-10.928	-9.867
1.008_aceticacid--methanol_0.95	-6.739	-6.866	~~~	-6.949	~~~	-2.900	-4.073	~~~	-4.508	~~~	-4.825	~~~	-0.440	-2.460	-1.216	-2.857	~~~	~~~	-1.568	-2.940	~~~	~~~	-1.824	-3.001	~~~	~~~	-2.708	-1.988	0.783	-2.772	~~~	~~~	~~~	~~~	-10.031	-8.911	-11.084	-10.295	-11.402	-11.596	-10.678
1.008_aceticacid--methanol_1.00	-7.638	-7.697	-7.672	-7.779	-7.783	-2.545	-3.539	-3.475	-3.905	-4.042	-4.172	-4.187	-0.411	-2.134	-1.065	-2.474	-1.026	-2.450	-1.360	-2.545	-1.478	-2.565	-1.575	-2.597	-1.601	-2.586	-2.443	-1.799	0.626	-2.425	-3.520	-2.752	-0.065	-2.687	-10.389	-9.408	-11.355	-10.478	-11.590	-11.702	-10.872
1.008_aceticacid--methanol_1.05	-8.063	-8.069	~~~	-8.148	~~~	-2.221	-3.063	~~~	-3.371	~~~	-3.596	~~~	-0.374	-1.847	-0.925	-2.138	~~~	~~~	-1.172	-2.199	~~~	~~~	-1.353	-2.243	~~~	~~~	-2.185	-1.614	0.502	-2.116	~~~	~~~	~~~	~~~	-10.332	-9.469	-11.222	-10.273	-11.392	-11.442	-10.661
1.008_aceticacid--methanol_1.10	-8.160	-8.126	~~~	-8.200	~~~	-1.931	-2.643	~~~	-2.903	~~~	-3.093	~~~	-0.335	-1.596	-0.798	-1.845	~~~	~~~	-1.006	-1.897	~~~	~~~	-1.158	-1.935	~~~	~~~	-1.942	-1.438	0.405	-1.843	~~~	~~~	~~~	~~~	-10.006	-9.242	-10.827	-9.822	-10.949	-10.952	-10.202
1.008_aceticacid--methanol_1.25	-7.392	-7.303	~~~	-7.343	~~~	-1.253	-1.681	~~~	-1.838	~~~	-1.953	~~~	-0.223	-1.030	-0.498	-1.184	~~~	~~~	-0.622	-1.216	~~~	~~~	-0.713	-1.240	~~~	~~~	-1.327	-0.989	0.224	-1.213	~~~	~~~	~~~	~~~	-8.289	-7.746	-8.928	-7.870	-8.999	-8.925	-8.255
1.008_aceticacid--methanol_1.50	-5.152	-5.097	~~~	-5.101	~~~	-0.598	-0.780	~~~	-0.851	~~~	-0.902	~~~	-0.092	-0.505	-0.206	-0.575	~~~	~~~	-0.261	-0.590	~~~	~~~	-0.301	-0.600	~~~	~~~	-0.665	-0.498	0.113	-0.612	~~~	~~~	~~~	~~~	-5.306	-4.981	-5.699	-4.810	-5.830	-5.727	-5.308
1.008_aceticacid--methanol_2.00	-2.170	-2.157	-2.156	-2.150	-2.150	-0.125	-0.163	-0.154	-0.182	-0.188	-0.196	-0.194	0.010	-0.136	-0.011	-0.152	-0.007	-0.148	-0.026	-0.156	-0.031	-0.157	-0.037	-0.158	-0.037	-0.158	-0.140	-0.101	0.071	-0.172	-0.177	-0.131	0.050	-0.181	-2.046	-1.924	-2.167	-1.781	-2.327	-2.268	-2.213
1.009_aceticacid--methylacetate_0.80	1.424	0.912	0.925	0.834	0.819	-2.900	-4.425	-4.351	-5.021	-5.242	-5.456	-5.473	0.214	-3.114	-0.847	-3.579	-0.800	-3.551	-1.336	-3.686	-1.528	-3.713	-1.693	-3.764	-1.731	-3.742	-2.699	-1.911	1.816	-3.727	-4.418	-3.483	0.610	-4.092	-2.347	-0.540	-4.089	-2.415	-3.726	-4.479	-2.479
1.009_aceticacid--methylacetate_0.85	-2.526	-2.914	~~~	-2.981	~~~	-2.593	-3.862	~~~	-4.356	~~~	-4.716	~~~	0.115	-2.708	-0.760	-3.101	~~~	~~~	-1.165	-3.190	~~~	~~~	-1.461	-3.255	~~~	~~~	-2.510	-1.787	1.478	-3.265	~~~	~~~	~~~	~~~	-5.614	-4.020	-7.194	-5.490	-6.788	-7.398	-5.701
1.009_aceticacid--methylacetate_0.90	-5.078	-5.359	~~~	-5.419	~~~	-2.288	-3.343	~~~	-3.752	~~~	-4.050	~~~	0.057	-2.345	-0.666	-2.677	~~~	~~~	-1.001	-2.751	~~~	~~~	-1.245	-2.805	~~~	~~~	-2.299	-1.642	1.210	-2.852	~~~	~~~	~~~	~~~	-7.563	-6.156	-8.998	-7.278	-8.568	-9.057	-7.577
1.009_aceticacid--methylacetate_0.95	-6.636	-6.831	~~~	-6.889	~~~	-1.999	-2.876	~~~	-3.214	~~~	-3.461	~~~	0.026	-2.025	-0.572	-2.305	~~~	~~~	-0.848	-2.366	~~~	~~~	-1.050	-2.411	~~~	~~~	-2.080	-1.488	0.998	-2.487	~~~	~~~	~~~	~~~	-8.602	-7.358	-9.905	-8.187	-9.473	-9.860	-8.534
1.009_aceticacid--methylacetate_1.00	-7.498	-7.627	-7.615	-7.683	-7.686	-1.732	-2.462	-2.399	-2.741	-2.844	-2.945	-2.951	0.012	-1.745	-0.482	-1.980	-0.443	-1.956	-0.710	-2.031	-0.799	-2.044	-0.877	-2.068	-0.893	-2.058	-1.864	-1.335	0.830	-2.165	-2.648	-2.043	0.288	-2.331	-9.022	-7.921	-10.204	-8.505	-9.789	-10.091	-8.881
1.009_aceticacid--methylacetate_1.05	-7.880	-7.959	~~~	-8.012	~~~	-1.492	-2.098	~~~	-2.329	~~~	-2.498	~~~	0.010	-1.502	-0.398	-1.700	~~~	~~~	-0.587	-1.742	~~~	~~~	-0.725	-1.773	~~~	~~~	-1.657	-1.187	0.697	-1.884	~~~	~~~	~~~	~~~	-9.030	-8.053	-10.102	-8.437	-9.717	-9.950	-8.833
1.009_aceticacid--methylacetate_1.10	-7.937	-7.978	~~~	-8.027	~~~	-1.278	-1.782	~~~	-1.974	~~~	-2.113	~~~	0.015	-1.292	-0.324	-1.459	~~~	~~~	-0.480	-1.494	~~~	~~~	-0.594	-1.520	~~~	~~~	-1.462	-1.047	0.592	-1.639	~~~	~~~	~~~	~~~	-8.772	-7.904	-9.742	-8.126	-9.400	-9.575	-8.543
1.009_aceticacid--methylacetate_1.25	-7.109	-7.086	~~~	-7.111	~~~	-0.782	-1.073	~~~	-1.183	~~~	-1.264	~~~	0.044	-0.826	-0.149	-0.924	~~~	~~~	-0.239	-0.944	~~~	~~~	-0.305	-0.959	~~~	~~~	-0.972	-0.691	0.392	-1.084	~~~	~~~	~~~	~~~	-7.287	-6.670	-7.997	-6.591	-7.809	-7.870	-7.083
1.009_aceticacid--methylacetate_1.50	-4.964	-4.932	~~~	-4.934	~~~	-0.311	-0.430	~~~	-0.478	~~~	-0.514	~~~	0.089	-0.400	0.011	-0.441	~~~	~~~	-0.029	-0.449	~~~	~~~	-0.058	-0.455	~~~	~~~	-0.442	-0.303	0.254	-0.557	~~~	~~~	~~~	~~~	-4.702	-4.341	-5.112	-4.129	-5.137	-5.127	-4.738
1.009_aceticacid--methylacetate_2.00	-2.226	-2.218	-2.217	-2.213	-2.212	0.007	-0.020	-0.014	-0.036	-0.042	-0.048	-0.047	0.106	-0.099	0.088	-0.109	0.091	-0.106	0.075	-0.111	0.070	-0.112	0.065	-0.113	0.065	-0.112	-0.038	-0.007	0.159	-0.166	-0.064	-0.033	0.135	-0.168	-1.950	-1.810	-2.092	-1.711	-2.156	-2.155	-2.093
1.010_aceticacid--methylcyanate_0.80	4.444	4.149	4.163	4.064	4.058	-3.807	-4.995	-4.935	-5.446	-5.609	-5.775	-5.781	-0.992	-2.815	-1.815	-3.180	-1.777	-3.158	-2.180	-3.266	-2.321	-3.288	-2.447	-3.328	-2.469	-3.312	-3.517	-2.818	0.178	-2.996	-4.843	-4.005	-0.712	-3.293	1.225	2.721	-0.271	1.572	0.362	-0.208	1.157
1.010_aceticacid--methylcyanate_0.85	0.968	0.780	~~~	0.701	~~~	-3.238	-4.190	~~~	-4.548	~~~	-4.810	~~~	-0.882	-2.356	-1.538	-2.652	~~~	~~~	-1.827	-2.721	~~~	~~~	-2.038	-2.772	~~~	~~~	-3.076	-2.468	0.061	-2.528	~~~	~~~	~~~	~~~	-1.463	-0.150	-2.831	-0.914	-2.139	-2.606	-1.365
1.010_aceticacid--methylcyanate_0.90	-1.245	-1.354	~~~	-1.428	~~~	-2.743	-3.507	~~~	-3.792	~~~	-4.000	~~~	-0.773	-1.971	-1.296	-2.211	~~~	~~~	-1.525	-2.267	~~~	~~~	-1.692	-2.308	~~~	~~~	-2.673	-2.146	-0.015	-2.132	~~~	~~~	~~~	~~~	-3.044	-1.893	-4.286	-2.351	-3.593	-3.968	-2.816
1.010_aceticacid--methylcyanate_0.95	-2.594	-2.648	~~~	-2.713	~~~	-2.320	-2.932	~~~	-3.160	~~~	-3.326	~~~	-0.670	-1.650	-1.088	-1.844	~~~	~~~	-1.270	-1.890	~~~	~~~	-1.402	-1.923	~~~	~~~	-2.311	-1.858	-0.059	-1.798	~~~	~~~	~~~	~~~	-3.889	-2.881	-5.006	-3.102	-4.354	-4.651	-3.572
1.010_aceticacid--methylcyanate_1.00	-3.360	-3.375	-3.373	-3.429	-3.431	-1.959	-2.450	-2.403	-2.633	-2.698	-2.766	-2.766	-0.576	-1.384	-0.910	-1.541	-0.880	-1.522	-1.055	-1.578	-1.110	-1.588	-1.160	-1.605	-1.168	-1.598	-1.990	-1.600	-0.082	-1.519	-2.509	-2.057	-0.424	-1.633	-4.253	-3.371	-5.252	-3.413	-4.669	-4.899	-3.901
1.010_aceticacid--methylcyanate_1.05	-3.735	-3.725	~~~	-3.768	~~~	-1.654	-2.048	~~~	-2.194	~~~	-2.301	~~~	-0.491	-1.163	-0.758	-1.290	~~~	~~~	-0.874	-1.320	~~~	~~~	-0.959	-1.342	~~~	~~~	-1.707	-1.374	-0.088	-1.285	~~~	~~~	~~~	~~~	-4.313	-3.540	-5.201	-3.453	-4.703	-4.876	-3.972
1.010_aceticacid--methylcyanate_1.10	-3.855	-3.830	~~~	-3.862	~~~	-1.395	-1.712	~~~	-1.830	~~~	-1.916	~~~	-0.415	-0.980	-0.629	-1.083	~~~	~~~	-0.722	-1.107	~~~	~~~	-0.791	-1.125	~~~	~~~	-1.459	-1.175	-0.085	-1.090	~~~	~~~	~~~	~~~	-4.190	-3.514	-4.974	-3.335	-4.567	-4.694	-3.890
1.010_aceticacid--methylcyanate_1.25	-3.475	-3.442	~~~	-3.450	~~~	-0.831	-0.998	~~~	-1.062	~~~	-1.109	~~~	-0.236	-0.595	-0.349	-0.650	~~~	~~~	-0.399	-0.663	~~~	~~~	-0.436	-0.672	~~~	~~~	-0.894	-0.717	-0.043	-0.674	~~~	~~~	~~~	~~~	-3.384	-2.929	-3.911	-2.641	-3.753	-3.792	-3.308
1.010_aceticacid--methylcyanate_1.50	-2.377	-2.360	~~~	-2.355	~~~	-0.331	-0.397	~~~	-0.425	~~~	-0.445	~~~	-0.060	-0.270	-0.106	-0.291	~~~	~~~	-0.128	-0.296	~~~	~~~	-0.145	-0.300	~~~	~~~	-0.363	-0.284	0.034	-0.319	~~~	~~~	~~~	~~~	-2.099	-1.855	-2.362	-1.629	-2.402	-2.398	-2.255
1.010_aceticacid--methylcyanate_2.00	-1.113	-1.109	-1.109	-1.106	-1.106	-0.017	-0.034	-0.032	-0.044	-0.047	-0.051	-0.051	0.045	-0.062	0.033	-0.066	0.034	-0.065	0.024	-0.068	0.021	-0.068	0.018	-0.069	0.018	-0.069	-0.023	-0.007	0.082	-0.088	-0.041	-0.026	0.064	-0.089	-0.942	-0.861	-1.021	-0.813	-1.021	-1.036	-1.018
1.011_aceticacid--nitromethane_0.80	2.413	2.024	2.043	1.946	1.931	-3.406	-4.835	-4.771	-5.371	-5.571	-5.761	-5.781	-0.172	-3.234	-1.129	-3.707	-1.088	-3.683	-1.551	-3.820	-1.719	-3.852	-1.858	-3.903	-1.895	-3.886	-3.394	-2.624	1.126	-3.750	-4.936	-4.014	0.095	-4.108	-0.370	1.537	-2.471	-0.092	-1.535	-2.377	-0.571
1.011_aceticacid--nitromethane_0.85	-1.383	-1.636	~~~	-1.704	~~~	-2.858	-4.023	~~~	-4.456	~~~	-4.773	~~~	-0.131	-2.727	-0.904	-3.119	~~~	~~~	-1.244	-3.212	~~~	~~~	-1.492	-3.280	~~~	~~~	-2.951	-2.279	0.925	-3.205	~~~	~~~	~~~	~~~	-3.360	-1.645	-5.305	-2.809	-4.261	-4.999	-3.328
1.011_aceticacid--nitromethane_0.90	-3.798	-3.945	~~~	-4.009	~~~	-2.385	-3.337	~~~	-3.687	~~~	-3.943	~~~	-0.089	-2.296	-0.714	-2.623	~~~	~~~	-0.988	-2.699	~~~	~~~	-1.188	-2.755	~~~	~~~	-2.552	-1.968	0.768	-2.737	~~~	~~~	~~~	~~~	-5.143	-3.612	-6.922	-4.395	-5.860	-6.491	-4.930
1.011_aceticacid--nitromethane_0.95	-5.252	-5.322	~~~	-5.382	~~~	-1.980	-2.760	~~~	-3.043	~~~	-3.249	~~~	-0.047	-1.933	-0.556	-2.205	~~~	~~~	-0.776	-2.267	~~~	~~~	-0.936	-2.313	~~~	~~~	-2.194	-1.689	0.647	-2.336	~~~	~~~	~~~	~~~	-6.107	-4.750	-7.720	-5.227	-6.701	-7.227	-5.765
1.011_aceticacid--nitromethane_1.00	-6.048	-6.064	-6.053	-6.118	-6.123	-1.636	-2.277	-2.230	-2.505	-2.590	-2.671	-2.680	-0.009	-1.627	-0.423	-1.854	-0.395	-1.835	-0.600	-1.905	-0.670	-1.920	-0.729	-1.942	-0.745	-1.936	-1.876	-1.441	0.554	-1.995	-2.539	-2.029	0.122	-2.152	-6.525	-5.327	-7.975	-5.562	-7.040	-7.469	-6.111
1.011_aceticacid--nitromethane_1.05	-6.399	-6.378	~~~	-6.424	~~~	-1.345	-1.872	~~~	-2.056	~~~	-2.191	~~~	0.026	-1.371	-0.313	-1.560	~~~	~~~	-0.455	-1.601	~~~	~~~	-0.559	-1.632	~~~	~~~	-1.595	-1.223	0.482	-1.705	~~~	~~~	~~~	~~~	-6.586	-5.529	-7.881	-5.581	-7.054	-7.397	-6.151
1.011_aceticacid--nitromethane_1.10	-6.455	-6.410	~~~	-6.447	~~~	-1.100	-1.534	~~~	-1.683	~~~	-1.792	~~~	0.056	-1.155	-0.221	-1.313	~~~	~~~	-0.336	-1.347	~~~	~~~	-0.420	-1.372	~~~	~~~	-1.348	-1.031	0.428	-1.458	~~~	~~~	~~~	~~~	-6.419	-5.490	-7.572	-5.404	-6.862	-7.132	-6.005
1.011_aceticacid--nitromethane_1.25	-5.742	-5.678	~~~	-5.691	~~~	-0.575	-0.820	~~~	-0.900	~~~	-0.959	~~~	0.120	-0.695	-0.032	-0.787	~~~	~~~	-0.094	-0.806	~~~	~~~	-0.140	-0.820	~~~	~~~	-0.786	-0.594	0.326	-0.920	~~~	~~~	~~~	~~~	-5.328	-4.693	-6.123	-4.401	-5.752	-5.871	-5.132
1.011_aceticacid--nitromethane_1.50	-3.977	-3.938	~~~	-3.932	~~~	-0.139	-0.233	~~~	-0.268	~~~	-0.293	~~~	0.163	-0.302	0.106	-0.339	~~~	~~~	0.079	-0.347	~~~	~~~	0.059	-0.353	~~~	~~~	-0.267	-0.191	0.248	-0.439	~~~	~~~	~~~	~~~	-3.453	-3.105	-3.868	-2.809	-3.814	-3.838	-3.564
1.011_aceticacid--nitromethane_2.00	-1.815	-1.805	-1.805	-1.799	-1.799	0.080	0.068	0.070	0.055	0.051	0.046	0.047	0.136	-0.056	0.129	-0.061	0.130	-0.060	0.119	-0.064	0.116	-0.064	0.111	-0.065	0.112	-0.065	0.038	0.042	0.156	-0.114	0.022	0.027	0.142	-0.115	-1.515	-1.394	-1.645	-1.301	-1.630	-1.653	-1.613
1.012_aceticacid--nitrosomethane_0.80	3.661	3.341	3.363	3.259	3.249	-2.101	-3.417	-3.343	-3.917	-4.102	-4.281	-4.296	0.304	-2.405	-0.610	-2.808	-0.563	-2.780	-1.021	-2.896	-1.182	-2.919	-1.321	-2.960	-1.352	-2.943	-2.289	-1.516	1.557	-3.073	-3.776	-2.885	0.515	-3.400	0.158	1.561	-1.201	-0.009	-1.158	-1.548	-0.294
1.012_aceticacid--nitrosomethane_0.85	0.221	0.012	~~~	-0.063	~~~	-1.818	-2.891	~~~	-3.295	~~~	-3.590	~~~	0.213	-2.031	-0.526	-2.364	~~~	~~~	-0.859	-2.436	~~~	~~~	-1.102	-2.489	~~~	~~~	-2.072	-1.386	1.237	-2.623	~~~	~~~	~~~	~~~	-2.546	-1.324	-3.775	-2.509	-3.661	-3.949	-2.852
1.012_aceticacid--nitrosomethane_0.90	-1.973	-2.100	~~~	-2.171	~~~	-1.559	-2.432	~~~	-2.759	~~~	-2.998	~~~	0.154	-1.713	-0.443	-1.988	~~~	~~~	-0.712	-2.047	~~~	~~~	-0.908	-2.090	~~~	~~~	-1.856	-1.250	0.989	-2.239	~~~	~~~	~~~	~~~	-4.137	-3.075	-5.241	-3.945	-5.103	-5.300	-4.308
1.012_aceticacid--nitrosomethane_0.95	-3.307	-3.375	~~~	-3.441	~~~	-1.329	-2.038	~~~	-2.302	~~~	-2.495	~~~	0.116	-1.445	-0.366	-1.672	~~~	~~~	-0.582	-1.720	~~~	~~~	-0.741	-1.755	~~~	~~~	-1.648	-1.115	0.797	-1.912	~~~	~~~	~~~	~~~	-4.980	-4.060	-5.966	-4.674	-5.836	-5.956	-5.037
1.012_aceticacid--nitrosomethane_1.00	-4.057	-4.084	-4.072	-4.142	-4.144	-1.126	-1.702	-1.640	-1.916	-1.996	-2.073	-2.079	0.094	-1.220	-0.295	-1.407	-0.258	-1.382	-0.470	-1.446	-0.539	-1.456	-0.598	-1.475	-0.612	-1.467	-1.453	-0.987	0.649	-1.636	-2.060	-1.542	0.227	-1.769	-5.328	-4.530	-6.202	-4.942	-6.105	-6.161	-5.307
1.012_aceticacid--nitrosomethane_1.05	-4.414	-4.412	~~~	-4.461	~~~	-0.950	-1.419	~~~	-1.592	~~~	-1.719	~~~	0.082	-1.032	-0.233	-1.186	~~~	~~~	-0.375	-1.218	~~~	~~~	-0.478	-1.241	~~~	~~~	-1.274	-0.866	0.536	-1.402	~~~	~~~	~~~	~~~	-5.356	-4.665	-6.129	-4.918	-6.078	-6.081	-5.296
1.012_aceticacid--nitrosomethane_1.10	-4.512	-4.489	~~~	-4.529	~~~	-0.798	-1.179	~~~	-1.320	~~~	-1.423	~~~	0.076	-0.874	-0.178	-1.001	~~~	~~~	-0.294	-1.027	~~~	~~~	-0.378	-1.046	~~~	~~~	-1.110	-0.754	0.449	-1.204	~~~	~~~	~~~	~~~	-5.187	-4.590	-5.868	-4.720	-5.867	-5.828	-5.113
1.012_aceticacid--nitrosomethane_1.25	-4.034	-3.991	~~~	-4.007	~~~	-0.456	-0.664	~~~	-0.742	~~~	-0.798	~~~	0.081	-0.538	-0.055	-0.608	~~~	~~~	-0.119	-0.622	~~~	~~~	-0.165	-0.633	~~~	~~~	-0.711	-0.477	0.295	-0.772	~~~	~~~	~~~	~~~	-4.199	-3.811	-4.652	-3.730	-4.797	-4.686	-4.207
1.012_aceticacid--nitrosomethane_1.50	-2.724	-2.697	~~~	-2.695	~~~	-0.136	-0.220	~~~	-0.254	~~~	-0.279	~~~	0.107	-0.243	0.052	-0.273	~~~	~~~	0.024	-0.278	~~~	~~~	0.004	-0.283	~~~	~~~	-0.293	-0.179	0.203	-0.382	~~~	~~~	~~~	~~~	-2.586	-2.389	-2.807	-2.232	-3.051	-2.929	-2.763
1.012_aceticacid--nitrosomethane_2.00	-1.178	-1.174	-1.173	-1.171	-1.171	0.059	0.038	0.044	0.026	0.022	0.018	0.018	0.107	-0.048	0.093	-0.055	0.096	-0.052	0.083	-0.057	0.079	-0.057	0.076	-0.058	0.076	-0.058	0.002	0.028	0.136	-0.108	-0.014	0.010	0.120	-0.109	-1.039	-0.971	-1.104	-0.905	-1.215	-1.169	-1.171
